,Unnamed: 0,id,pt_root_id,pt_position,timestamp,layer,cell_polarity,subclass,pre_syn_count,post_syn_count,unique_pre_syn_target_count,unique_post_syn_target_count
4838,4839,70876,864691135730550201,[ 91344 147312  20140],2022-06-09 14:30:32.002707,L4,excitatory,23P,72.0,1947.0,62.0,1654.0
4851,4852,696162,864691137019571566,[382144 128896  25775],2022-06-09 14:30:32.002707,L4,excitatory,4P,605.0,967.0,507.0,853.0
4864,4865,613237,864691135999360163,[355312 143376  25856],2022-06-09 14:30:32.002707,L4,excitatory,4P,284.0,3388.0,252.0,2863.0
4937,4938,653796,864691136333824947,[376480 131888  24806],2022-06-09 14:30:32.002707,L4,excitatory,4P,31.0,2005.0,24.0,1785.0
4998,4999,586332,864691135945498916,[341984 147904  24445],2022-06-09 14:30:32.002707,L4,excitatory,4P,106.0,1955.0,84.0,1676.0
5018,5019,489839,864691135838623880,[280624 153648  15660],2022-06-09 14:30:32.002707,L4,excitatory,4P,101.0,2554.0,87.0,2177.0
5031,5032,71035,864691135278227361,[ 91968 146048  20449],2022-06-09 14:30:32.002707,L4,excitatory,23P,9.0,666.0,7.0,588.0
5077,5078,70987,864691135909730217,[ 87712 151872  20973],2022-06-09 14:30:32.002707,L4,excitatory,23P,10.0,670.0,8.0,570.0
5083,5084,67268,864691135012448502,[ 90208 137536  17794],2022-06-09 14:30:32.002707,L4,excitatory,23P,78.0,2040.0,66.0,1812.0
5107,5108,489247,864691135133001888,[280352 142208  23635],2022-06-09 14:30:32.002707,L4,excitatory,23P,1239.0,53.0,938.0,35.0
5133,5134,71075,864691135807233053,[ 97648 144032  20768],2022-06-09 14:30:32.002707,L4,excitatory,23P,7.0,281.0,2.0,236.0
5238,5239,113136,864691135256484015,[ 98592 145888  21698],2022-06-09 14:30:32.002707,L4,excitatory,23P,92.0,1079.0,88.0,949.0
5258,5259,554150,864691135210058176,[313392 135424  15592],2022-06-09 14:30:32.002707,L4,inhibitory,NGC,299.0,2376.0,259.0,2116.0
5288,5289,70270,864691135512004292,[ 83920 151824  17113],2022-06-09 14:30:32.002707,L4,excitatory,23P,199.0,546.0,168.0,484.0
5321,5322,156210,864691135394023157,[120416 153056  15333],2022-06-09 14:30:32.002707,L4,excitatory,4P,49.0,1196.0,44.0,1072.0
5375,5376,70978,864691135385260117,[ 87152 159104  20602],2022-06-09 14:30:32.002707,L4,excitatory,4P,10.0,723.0,6.0,618.0
5376,5377,613706,864691136247954366,[359248 145344  16207],2022-06-09 14:30:32.002707,L4,excitatory,4P,28.0,744.0,23.0,668.0
5382,5383,73985,864691136065288600,[ 86960 165168  20156],2022-06-09 14:30:32.002707,L4,excitatory,4P,60.0,1025.0,51.0,858.0
5390,5391,112285,864691136147510679,[ 99632 152608  17227],2022-06-09 14:30:32.002707,L4,excitatory,23P,36.0,2039.0,21.0,1825.0
5409,5410,70810,864691135337762022,[ 85760 156256  20198],2022-06-09 14:30:32.002707,L4,excitatory,23P,116.0,512.0,99.0,429.0
5415,5416,653956,864691136925387594,[361872 142672  26492],2022-06-09 14:30:32.002707,L4,inhibitory,MC,551.0,8237.0,414.0,7002.0
5460,5461,456987,864691137196896833,[271104 145376  16901],2022-06-09 14:30:32.002707,L4,excitatory,4P,16.0,923.0,14.0,810.0
5467,5468,112249,864691136147230359,[110048 155728  15854],2022-06-09 14:30:32.002707,L4,excitatory,4P,162.0,1325.0,148.0,1225.0
5514,5515,393642,864691136042823048,[235648 148656  15347],2022-06-09 14:30:32.002707,L4,excitatory,4P,182.0,1126.0,144.0,1005.0
5570,5571,156203,864691136051280115,[119968 146848  15617],2022-06-09 14:30:32.002707,L4,excitatory,23P,122.0,3946.0,105.0,3539.0
5587,5588,699712,864691136371217544,[392256 149824  22615],2022-06-09 14:30:32.002707,L4,inhibitory,BC,177.0,1359.0,152.0,1177.0
5613,5614,33512,864691135909788329,[ 76192 163856  20738],2022-06-09 14:30:32.002707,L4,excitatory,4P,75.0,345.0,66.0,278.0
5650,5651,696171,864691135132681376,[384512 138304  25726],2022-06-09 14:30:32.002707,L4,inhibitory,MC,248.0,2885.0,159.0,2428.0
5651,5652,157390,864691135941180532,[126656 158208  21439],2022-06-09 14:30:32.002707,L4,excitatory,4P,9.0,465.0,8.0,423.0
5696,5697,584796,864691135686691732,[329440 148784  15867],2022-06-09 14:30:32.002707,L4,excitatory,4P,196.0,948.0,180.0,839.0
5713,5714,116694,864691135269770405,[ 99568 170416  20843],2022-06-09 14:30:32.002707,L4,excitatory,4P,8.0,545.0,6.0,461.0
5723,5724,654006,864691135366964985,[374688 140096  27207],2022-06-09 14:30:32.002707,L4,excitatory,4P,36.0,3088.0,24.0,2507.0
5771,5772,659349,864691135771694667,[369632 144736  26558],2022-06-09 14:30:32.002707,L4,excitatory,4P,503.0,1383.0,441.0,1124.0
5786,5787,116653,864691135700279675,[107952 176480  19988],2022-06-09 14:30:32.002707,L4,excitatory,4P,43.0,833.0,40.0,754.0
5800,5801,162288,864691135583713144,[116272 178400  23299],2022-06-09 14:30:32.002707,L4,excitatory,4P,44.0,1220.0,40.0,1063.0
5851,5852,70655,864691136175598598,[ 91296 157360  18822],2022-06-09 14:30:32.002707,L4,excitatory,4P,24.0,1353.0,20.0,1225.0
5854,5855,70632,864691135162249773,[ 87424 152624  19398],2022-06-09 14:30:32.002707,L4,excitatory,23P,20.0,484.0,20.0,409.0
5879,5880,555688,864691135348268759,[315344 147216  15367],2022-06-09 14:30:32.002707,L4,excitatory,4P,60.0,997.0,50.0,863.0
5906,5907,113287,864691136443738499,[103744 155552  22061],2022-06-09 14:30:32.002707,L4,excitatory,4P,67.0,337.0,46.0,301.0
5933,5934,659081,864691135538112114,[366240 149840  24492],2022-06-09 14:30:32.002707,L4,excitatory,4P,31.0,2015.0,27.0,1749.0
5962,5963,693032,864691135274059493,[392128 123488  24177],2022-06-09 14:30:32.002707,L4,excitatory,23P,13.0,239.0,12.0,175.0
6074,6075,653837,864691135921121539,[372512 132688  25404],2022-06-09 14:30:32.002707,L4,excitatory,4P,30.0,2344.0,25.0,2045.0
6097,6098,116856,864691135502018485,[106784 161248  21689],2022-06-09 14:30:32.002707,L4,excitatory,4P,212.0,2532.0,191.0,2190.0
6116,6117,28761,864691135501810013,[ 81840 143264  17919],2022-06-09 14:30:32.002707,L4,excitatory,23P,29.0,497.0,18.0,442.0
6229,6230,659248,864691136309652570,[367648 149568  26231],2022-06-09 14:30:32.002707,L4,excitatory,4P,149.0,2058.0,137.0,1800.0
6434,6435,695912,864691135759843773,[384400 142912  23413],2022-06-09 14:30:32.002707,L4,excitatory,4P,255.0,1620.0,212.0,1432.0
6443,6444,659182,864691135776633440,[371088 148976  25112],2022-06-09 14:30:32.002707,L4,excitatory,4P,231.0,1879.0,166.0,1627.0
6557,6558,193916,864691136723464957,[141264 169552  16268],2022-06-09 14:30:32.002707,L4,excitatory,4P,103.0,2737.0,90.0,2434.0
6605,6606,33526,864691135354945487,[ 79760 168768  20687],2022-06-09 14:30:32.002707,L4,inhibitory,BC,193.0,1392.0,123.0,1118.0
6622,6623,393701,864691135606482755,[244816 151072  15351],2022-06-09 14:30:32.002707,L4,excitatory,4P,68.0,2108.0,60.0,1849.0
6715,6716,71168,864691136056376024,[ 96672 146480  21685],2022-06-09 14:30:32.002707,L4,excitatory,23P,7.0,449.0,5.0,395.0
6716,6717,67374,864691135134713881,[ 90256 140016  18083],2022-06-09 14:30:32.002707,L4,excitatory,23P,103.0,2320.0,92.0,2056.0
6746,6747,556758,864691136266442740,[315216 151632  22227],2022-06-09 14:30:32.002707,L4,excitatory,4P,35.0,1958.0,31.0,1722.0
6771,6772,67194,864691136008807852,[ 96640 142656  16517],2022-06-09 14:30:32.002707,L4,excitatory,23P,100.0,1785.0,91.0,1692.0
6777,6778,112064,864691136328926954,[102768 154896  15217],2022-06-09 14:30:32.002707,L4,excitatory,4P,26.0,1013.0,21.0,868.0
6806,6807,71025,864691136436413598,[ 91440 144784  20314],2022-06-09 14:30:32.002707,L4,excitatory,23P,177.0,993.0,160.0,878.0
6854,6855,488566,864691137019567982,[285680 142288  18669],2022-06-09 14:30:32.002707,L4,excitatory,4P,18.0,1484.0,16.0,1319.0
6878,6879,753327,864691136123834302,[395920 144832  23912],2022-06-09 14:30:32.002707,L4,excitatory,4P,6.0,617.0,6.0,538.0
6895,6896,67733,864691135385349205,[ 94320 143552  20462],2022-06-09 14:30:32.002707,L4,excitatory,23P,29.0,1197.0,26.0,1051.0
6901,6902,73615,864691135467557516,[ 84464 160288  17873],2022-06-09 14:30:32.002707,L4,excitatory,4P,40.0,578.0,37.0,510.0
6921,6922,614530,864691135544395048,[346064 145280  21594],2022-06-09 14:30:32.002707,L4,excitatory,4P,31.0,2261.0,22.0,1938.0
6924,6925,156495,864691135104010061,[126352 150384  15717],2022-06-09 14:30:32.002707,L4,excitatory,23P,15.0,1508.0,8.0,1366.0
6938,6939,654044,864691135568929670,[365776 133632  27383],2022-06-09 14:30:32.002707,L4,excitatory,4P,613.0,2545.0,500.0,2220.0
6941,6942,26596,864691136136563069,[ 66000 141168  20330],2022-06-09 14:30:32.002707,L4,excitatory,23P,25.0,211.0,11.0,178.0
6973,6974,159614,864691136951645663,[118032 170208  21964],2022-06-09 14:30:32.002707,L4,excitatory,4P,16.0,794.0,13.0,720.0
