,Unnamed: 0,id,pt_root_id,pt_position,timestamp,layer,cell_polarity,subclass,pre_syn_count,post_syn_count,unique_pre_syn_target_count,unique_post_syn_target_count
25095,25104,466530,864691135373857224,[263136 216224  23976],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,596.0,2643.0,467.0,2257.0
38777,38794,226920,864691136534887842,[159616 143760  26481],2022-06-09 14:30:32.002707,L4,excitatory,23P,37154.0,200000.0,27680.0,118381.0
41647,41668,672861,864691136023748665,[374800 223328  22571],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,50.0,960.0,33.0,873.0
42268,42289,336127,864691136534887842,[207824 179536  25510],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,37154.0,200000.0,27680.0,118381.0
48606,48628,465487,864691136436865694,[272144 223952  16379],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,142.0,2406.0,108.0,2094.0
54387,54411,265799,864691136534887842,[178640 182208  27262],2022-06-09 14:30:32.002707,L5,excitatory,5P-PT,37154.0,200000.0,27680.0,118381.0
57014,57039,436117,864691136116457892,[247952 233648  21689],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,141.0,2299.0,117.0,2070.0
58338,58363,408599,864691135182051074,[229280 250816  26474],2022-06-09 14:30:32.002707,L6,inhibitory,BC,160.0,6931.0,108.0,5383.0
58931,58957,622097,864691135748926505,[352240 219968  23062],2022-06-09 14:30:32.002707,L6,inhibitory,MC,24.0,3558.0,17.0,3205.0
58934,58960,208269,864691135639002171,[137632 261456  25248],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,408.0,1656.0,337.0,1417.0
60087,60113,339276,864691136925337162,[198096 221968  18049],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,23.0,1673.0,16.0,1557.0
61313,61340,126524,864691135337683430,[111008 222048  18002],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,137.0,1083.0,119.0,925.0
61486,61513,343514,864691136134406795,[212288 242704  17556],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,42.0,2079.0,30.0,1870.0
61710,61737,137038,864691134784325628,[108112 263424  22009],2022-06-09 14:30:32.002707,L6,excitatory,5P-NP,8.0,55.0,4.0,42.0
61817,61844,407410,864691135674599876,[232768 249024  18127],2022-06-09 14:30:32.002707,L6,excitatory,5P-PT,199.0,2572.0,135.0,2295.0
62461,62491,169985,864691136329083626,[128576 240608  23660],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,763.0,4144.0,447.0,3544.0
62872,62902,343918,864691135780784976,[208592 241888  19981],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,72.0,1764.0,64.0,1612.0
62953,62983,342340,864691135654032834,[199808 232960  24049],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,58.0,1987.0,45.0,1792.0
62993,63023,169079,864691135113134745,[123072 234400  18338],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,33.0,1748.0,25.0,1593.0
63677,63708,595094,864691135926319316,[333088 235168  24551],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,79.0,3118.0,57.0,2630.0
63709,63740,303137,864691136534887842,[183168 204576  21936],2022-06-09 14:30:32.002707,L5,excitatory,5P-PT,37154.0,200000.0,27680.0,118381.0
64043,64075,203780,864691136534887842,[145904 240864  25122],2022-06-09 14:30:32.002707,L6,excitatory,23P,37154.0,200000.0,27680.0,118381.0
64088,64120,343739,864691135468293714,[206160 249040  18945],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,599.0,1684.0,515.0,1578.0
64143,64175,672801,864691136010907555,[368864 224288  22518],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,61.0,1148.0,48.0,1006.0
64145,64177,467894,864691135474982720,[271168 231696  19271],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,43.0,1814.0,33.0,1626.0
64172,64204,372344,864691135440480328,[227856 217584  22882],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,24.0,1964.0,21.0,1726.0
64237,64269,566456,864691135699627298,[323776 232608  23606],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,43.0,2087.0,30.0,1886.0
64241,64273,309736,864691135156017508,[187968 246224  26152],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,541.0,1697.0,411.0,1352.0
64271,64303,237855,864691135322936732,[161872 247152  17180],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,20.0,1746.0,14.0,1569.0
64341,64373,407141,864691135428490800,[240688 243952  16568],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,26.0,1402.0,17.0,1251.0
64391,64423,46673,864691135162235949,[ 81424 251520  20676],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,15.0,353.0,14.0,278.0
64436,64468,202811,864691135415457722,[141696 233104  18644],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,296.0,2438.0,249.0,2184.0
64453,64485,564535,864691135012418806,[314304 210480  22480],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,64.0,1693.0,52.0,1530.0
64458,64490,499315,864691135859013224,[283376 217808  21886],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,658.0,2331.0,468.0,2033.0
64465,64497,672855,864691135615790441,[375328 211648  22346],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,248.0,2667.0,221.0,2267.0
64470,64502,408146,864691136312145469,[234560 244784  22870],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,1971.0,2052.0,1605.0,1896.0
64478,64510,238446,864691136090945716,[163024 250656  19558],2022-06-09 14:30:32.002707,L6,inhibitory,BC,894.0,8560.0,703.0,7162.0
64479,64511,234031,864691136814606958,[151472 211760  18078],2022-06-09 14:30:32.002707,L6,inhibitory,BC,2064.0,5935.0,1622.0,4869.0
