,Unnamed: 0,id,pt_root_id,pt_position,timestamp,layer,cell_polarity,subclass,pre_syn_count,post_syn_count,unique_pre_syn_target_count,unique_post_syn_target_count
40594,40613,191272,864691136280739223,[132576 128000  26704],2022-06-09 14:30:32.002707,L23,excitatory,23P,153.0,2877.0,131.0,2515.0
41132,41152,406448,864691135132852896,[230592 227616  25862],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,2154.0,31326.0,1733.0,25642.0
41368,41388,648502,864691136311791933,[367568 115344  26304],2022-06-09 14:30:32.002707,L23,excitatory,23P,340.0,3361.0,307.0,2992.0
41809,41830,391034,864691136740425564,[232272 118608  21571],2022-06-09 14:30:32.002707,L23,inhibitory,BPC,275.0,4872.0,151.0,4172.0
44359,44381,360278,864691135991830721,[221456 111216  26548],2022-06-09 14:30:32.002707,L23,excitatory,23P,126.0,3664.0,108.0,3295.0
44677,44699,67365,864691136818708590,[ 88384 129936  18289],2022-06-09 14:30:32.002707,L23,excitatory,23P,151.0,2104.0,121.0,1916.0
44837,44859,692867,864691135776154029,[391760 120304  22973],2022-06-09 14:30:32.002707,L23,excitatory,23P,56.0,1671.0,49.0,1460.0
45131,45153,392941,864691136272953790,[229296 127744  22978],2022-06-09 14:30:32.002707,L23,excitatory,23P,375.0,4243.0,323.0,3712.0
45151,45173,189067,864691136601943761,[142816 115584  22814],2022-06-09 14:30:32.002707,L23,excitatory,23P,74.0,4162.0,64.0,3743.0
45195,45217,292363,864691135012864662,[189184 118640  18538],2022-06-09 14:30:32.002707,L23,excitatory,23P,26.0,3867.0,19.0,3594.0
45245,45267,189118,864691135864409214,[136000 116400  24111],2022-06-09 14:30:32.002707,L23,excitatory,23P,533.0,4641.0,454.0,4118.0
45742,45764,190634,864691134884836602,[140416 131984  21351],2022-06-09 14:30:32.002707,L23,excitatory,23P,150.0,3477.0,131.0,3116.0
45842,45864,189810,864691136662346718,[142320 129472  15851],2022-06-09 14:30:32.002707,L23,excitatory,23P,111.0,4870.0,97.0,4444.0
46920,46942,432768,864691135132852896,[246160 196640  24253],2022-06-09 14:30:32.002707,L5,excitatory,5P-PT,2154.0,31326.0,1733.0,25642.0
47510,47532,582973,864691136056355288,[337056 122240  26471],2022-06-09 14:30:32.002707,L23,excitatory,23P,411.0,4074.0,344.0,3676.0
48006,48028,486808,864691135081690103,[280384 111584  18888],2022-06-09 14:30:32.002707,L23,excitatory,23P,33.0,4227.0,25.0,3878.0
48020,48042,223991,864691135360157767,[162688 129968  18188],2022-06-09 14:30:32.002707,L23,excitatory,23P,93.0,3480.0,78.0,3184.0
48447,48469,452083,864691135341533361,[274864 106480  15610],2022-06-09 14:30:32.002707,L23,excitatory,23P,71.0,4193.0,61.0,3730.0
48454,48476,361075,864691135117833437,[216048 130832  19361],2022-06-09 14:30:32.002707,L23,excitatory,23P,170.0,4348.0,144.0,3857.0
48754,48776,295191,864691135548210884,[184528 130496  26276],2022-06-09 14:30:32.002707,L23,inhibitory,NGC,1375.0,4654.0,1194.0,3857.0
48865,48887,453589,864691135855570478,[277680 112896  17355],2022-06-09 14:30:32.002707,L23,excitatory,23P,798.0,4662.0,713.0,4127.0
49434,49456,422882,864691135645023983,[258592 115904  27187],2022-06-09 14:30:32.002707,L23,excitatory,23P,84.0,3583.0,73.0,3132.0
49673,49695,256376,864691135614420427,[179744 123040  19549],2022-06-09 14:30:32.002707,L23,excitatory,23P,87.0,4404.0,69.0,4043.0
49897,49919,256493,864691136925365322,[164672 113040  21804],2022-06-09 14:30:32.002707,L23,excitatory,23P,65.0,3734.0,53.0,3440.0
50112,50135,256288,864691136388471415,[168656 122464  20123],2022-06-09 14:30:32.002707,L23,excitatory,23P,270.0,4488.0,234.0,4192.0
50207,50230,221973,864691136100209269,[154800 124208  15632],2022-06-09 14:30:32.002707,L23,excitatory,23P,159.0,3138.0,145.0,2858.0
50287,50310,454019,864691135586890563,[266640 118816  21216],2022-06-09 14:30:32.002707,L23,inhibitory,MC,30.0,9404.0,25.0,7964.0
51000,51023,325833,864691135785694404,[210848 119856  18537],2022-06-09 14:30:32.002707,L23,excitatory,23P,461.0,2266.0,404.0,2079.0
51024,51047,256544,864691135278563233,[176848 118336  21168],2022-06-09 14:30:32.002707,L23,excitatory,23P,620.0,5262.0,556.0,4723.0
51073,51096,294072,864691136124106022,[195968 129040  17550],2022-06-09 14:30:32.002707,L23,excitatory,23P,134.0,2554.0,119.0,2330.0
51188,51211,23366,864691136723566333,[ 68784 118240  21032],2022-06-09 14:30:32.002707,L23,excitatory,23P,61.0,74.0,53.0,53.0
51229,51252,582159,864691135866396694,[335536 113840  19045],2022-06-09 14:30:32.002707,L23,excitatory,23P,58.0,5859.0,52.0,5359.0
51257,51280,224879,864691136332666775,[160352 136128  25882],2022-06-09 14:30:32.002707,L23,excitatory,NGC,134.0,3653.0,111.0,3066.0
51299,51322,294182,864691135122731815,[195408 134560  18152],2022-06-09 14:30:32.002707,L23,excitatory,23P,30.0,2032.0,27.0,1928.0
51645,51668,190279,864691136617135323,[141312 133600  18769],2022-06-09 14:30:32.002707,L23,excitatory,23P,90.0,3406.0,78.0,2915.0
51682,51705,292682,864691136617523931,[191648 122832  20723],2022-06-09 14:30:32.002707,L23,excitatory,23P,39.0,2947.0,29.0,2722.0
52096,52119,486656,864691136723589117,[289120 121120  17445],2022-06-09 14:30:32.002707,L23,excitatory,23P,50.0,5034.0,27.0,4533.0
52158,52181,687229,864691135683677170,[377456  91104  24089],2022-06-09 14:30:32.002707,L23,excitatory,23P,57.0,2019.0,46.0,1893.0
52258,52281,26343,864691135310113781,[ 81424 132848  19042],2022-06-09 14:30:32.002707,L23,excitatory,23P,2.0,65.0,1.0,51.0
52364,52387,326019,864691135490371431,[207024 117312  19900],2022-06-09 14:30:32.002707,L23,excitatory,23P,85.0,5217.0,76.0,4743.0
52460,52484,452251,864691135753578189,[266496 106560  17306],2022-06-09 14:30:32.002707,L23,excitatory,23P,189.0,3113.0,165.0,2908.0
52897,52921,255928,864691137053639286,[168688 126464  17305],2022-06-09 14:30:32.002707,L23,inhibitory,NGC,32.0,3697.0,24.0,3247.0
52949,52973,106495,864691135538115186,[109408 124352  17412],2022-06-09 14:30:32.002707,L23,excitatory,23P,269.0,5540.0,224.0,5041.0
52965,52989,189869,864691136118270289,[135408 135520  17158],2022-06-09 14:30:32.002707,L23,excitatory,23P,120.0,3515.0,109.0,3242.0
52969,52993,189243,864691136618465933,[143872 120672  24681],2022-06-09 14:30:32.002707,L23,excitatory,23P,77.0,3663.0,64.0,3241.0
53125,53149,190521,864691136727714158,[137424 132144  20931],2022-06-09 14:30:32.002707,L23,excitatory,23P,177.0,2713.0,120.0,2396.0
53127,53151,692974,864691135065271620,[380512 115424  24608],2022-06-09 14:30:32.002707,L23,inhibitory,MC,116.0,6039.0,79.0,5308.0
53128,53152,422188,864691135396539425,[251024 112832  21262],2022-06-09 14:30:32.002707,L23,excitatory,23P,95.0,5171.0,87.0,4609.0
53135,53159,294313,864691135104278861,[192928 136032  19399],2022-06-09 14:30:32.002707,L23,excitatory,23P,174.0,2044.0,159.0,1895.0
53263,53287,107254,864691135012459766,[113888 114000  23889],2022-06-09 14:30:32.002707,L23,excitatory,23P,485.0,2586.0,414.0,2350.0
53265,53289,486063,864691136543902114,[280048 102688  25725],2022-06-09 14:30:32.002707,L23,excitatory,23P,307.0,6900.0,253.0,6295.0
53271,53295,487623,864691135269732517,[294896 118912  24803],2022-06-09 14:30:32.002707,L23,inhibitory,NGC,2498.0,7032.0,1176.0,6087.0
53287,53311,327294,864691135401310194,[204928 129536  15123],2022-06-09 14:30:32.002707,L23,excitatory,23P,65.0,1435.0,59.0,1303.0
53301,53325,359458,864691135736934276,[224512 116448  21041],2022-06-09 14:30:32.002707,L23,excitatory,23P,215.0,3517.0,183.0,3072.0
53308,53332,155945,864691135181811714,[116112 138096  26837],2022-06-09 14:30:32.002707,L23,excitatory,23P,102.0,1241.0,85.0,1076.0
53312,53336,610171,864691136208994748,[347200 127088  17222],2022-06-09 14:30:32.002707,L23,excitatory,23P,91.0,5776.0,68.0,5296.0
53323,53347,608174,864691136672988551,[346272 110320  18957],2022-06-09 14:30:32.002707,L23,inhibitory,MC,32.0,2841.0,22.0,2523.0
53326,53350,389835,864691136056343512,[238624 105920  25608],2022-06-09 14:30:32.002707,L23,excitatory,23P,152.0,3790.0,138.0,3470.0
53343,53367,357861,864691136065265816,[228112 104976  20426],2022-06-09 14:30:32.002707,L23,excitatory,23P,26.0,3629.0,18.0,3367.0
53345,53369,324067,864691136436415390,[200224 110640  19424],2022-06-09 14:30:32.002707,L23,excitatory,23P,33.0,3133.0,27.0,2933.0
53348,53372,325581,864691135501590594,[209312 123744  16900],2022-06-09 14:30:32.002707,L23,excitatory,23P,164.0,5072.0,145.0,4590.0
53350,53374,648191,864691135937365813,[366336 119120  22797],2022-06-09 14:30:32.002707,L23,excitatory,23P,219.0,3752.0,186.0,3322.0
53357,53381,358154,864691135493994640,[217552 100688  24681],2022-06-09 14:30:32.002707,L23,excitatory,23P,173.0,3564.0,150.0,3362.0
53368,53392,357935,864691135609807879,[217024 102896  22488],2022-06-09 14:30:32.002707,L23,excitatory,23P,115.0,6431.0,94.0,5698.0
53381,53405,221681,864691134917386250,[154464 109424  25473],2022-06-09 14:30:32.002707,L23,excitatory,23P,363.0,3823.0,316.0,3384.0
53383,53407,107367,864691135274573541,[113056 112448  24815],2022-06-09 14:30:32.002707,L23,excitatory,23P,127.0,2960.0,114.0,2711.0
53401,53425,223375,864691135884322416,[155120 116000  27024],2022-06-09 14:30:32.002707,L23,excitatory,23P,55.0,2313.0,53.0,2063.0
54106,54130,188832,864691136023815225,[136272 113216  21771],2022-06-09 14:30:32.002707,L23,excitatory,23P,221.0,4630.0,185.0,4271.0
54218,54242,360127,864691135761857590,[215200 113360  26207],2022-06-09 14:30:32.002707,L23,excitatory,23P,1137.0,7878.0,880.0,6574.0
54260,54284,291483,864691135100195360,[192640 107120  23586],2022-06-09 14:30:32.002707,L23,excitatory,23P,25.0,3835.0,19.0,3333.0
54317,54341,644234,864691135583697528,[364224 114016  17116],2022-06-09 14:30:32.002707,L23,excitatory,23P,31.0,790.0,29.0,709.0
54336,54360,325856,864691136906981230,[212864 126112  17975],2022-06-09 14:30:32.002707,L23,excitatory,23P,460.0,4971.0,373.0,4524.0
54560,54584,610101,864691135715285018,[353136 126096  16775],2022-06-09 14:30:32.002707,L23,excitatory,23P,170.0,4080.0,137.0,3744.0
54962,54986,391049,864691136911646705,[236368 126032  21837],2022-06-09 14:30:32.002707,L23,excitatory,23P,585.0,8300.0,464.0,7249.0
54983,55007,189352,864691135639001659,[134096 115168  26047],2022-06-09 14:30:32.002707,L23,excitatory,23P,607.0,4156.0,500.0,3738.0
55707,55731,152791,864691136835136996,[124832 116240  15822],2022-06-09 14:30:32.002707,L23,excitatory,23P,236.0,3578.0,211.0,3294.0
55790,55814,108989,864691135394020085,[105552 135056  15412],2022-06-09 14:30:32.002707,L23,excitatory,23P,19.0,1437.0,15.0,1322.0
55793,55817,256050,864691136436418718,[170320 116272  18738],2022-06-09 14:30:32.002707,L23,excitatory,23P,27.0,3016.0,22.0,2808.0
56109,56133,223910,864691136451071999,[162384 137312  17334],2022-06-09 14:30:32.002707,L23,excitatory,23P,41.0,4107.0,21.0,3621.0
56300,56324,454750,864691136105815257,[267568 118336  26971],2022-06-09 14:30:32.002707,L23,inhibitory,BC,322.0,4631.0,254.0,3916.0
56312,56336,393065,864691136812192115,[231520 127984  23667],2022-06-09 14:30:32.002707,L23,excitatory,23P,118.0,4684.0,100.0,4084.0
56964,56989,391895,864691135644854767,[229312 132032  15953],2022-06-09 14:30:32.002707,L23,excitatory,23P,67.0,3049.0,55.0,2765.0
57121,57146,357929,864691135660534768,[213952 104320  22030],2022-06-09 14:30:32.002707,L23,excitatory,23P,151.0,3899.0,133.0,3594.0
57214,57239,636665,864691135407307465,[372368  87296  25327],2022-06-09 14:30:32.002707,L23,excitatory,23P,58.0,3570.0,46.0,3322.0
57216,57241,328195,864691135162195245,[201408 135808  21008],2022-06-09 14:30:32.002707,L23,excitatory,23P,101.0,4756.0,94.0,4259.0
57416,57441,643422,864691135502045109,[360832 113056  16454],2022-06-09 14:30:32.002707,L23,inhibitory,BC,109.0,4863.0,94.0,4422.0
57481,57506,256334,864691135494150800,[174480 117920  19593],2022-06-09 14:30:32.002707,L23,excitatory,23P,103.0,4246.0,87.0,3950.0
57505,57530,388878,864691135751675528,[241920 107744  15621],2022-06-09 14:30:32.002707,L23,excitatory,23P,81.0,3356.0,74.0,3032.0
57624,57649,109245,864691135866428182,[112704 136624  16541],2022-06-09 14:30:32.002707,L23,excitatory,23P,20.0,1727.0,18.0,1592.0
57708,57733,608677,864691135348262103,[348928  95392  23682],2022-06-09 14:30:32.002707,L23,excitatory,23P,17.0,1347.0,12.0,1265.0
57777,57802,580905,864691136237644604,[333376 104416  20065],2022-06-09 14:30:32.002707,L23,excitatory,23P,74.0,6255.0,64.0,5790.0
58020,58045,23382,864691135771640315,[ 74208 123040  20637],2022-06-09 14:30:32.002707,L23,excitatory,23P,39.0,415.0,36.0,365.0
58100,58125,256291,864691135850827207,[169056 119456  19538],2022-06-09 14:30:32.002707,L23,excitatory,23P,801.0,6043.0,703.0,5401.0
58157,58182,188245,864691135758542670,[131040 124688  17879],2022-06-09 14:30:32.002707,L23,excitatory,23P,53.0,2910.0,45.0,2645.0
58177,58202,223652,864691135986908419,[151104 135744  15872],2022-06-09 14:30:32.002707,L23,excitatory,23P,67.0,2617.0,59.0,2409.0
58353,58378,390794,864691135467944332,[245472 112592  18768],2022-06-09 14:30:32.002707,L23,excitatory,23P,579.0,5330.0,462.0,4775.0
58509,58534,581672,864691135700434811,[334480 116880  15374],2022-06-09 14:30:32.002707,L23,excitatory,23P,29.0,2926.0,23.0,2735.0
58519,58544,223444,864691135345581215,[152912 122048  27577],2022-06-09 14:30:32.002707,L23,excitatory,23P,228.0,1355.0,204.0,1211.0
58569,58594,107111,864691135776151725,[106464 112848  22792],2022-06-09 14:30:32.002707,L23,excitatory,23P,152.0,1762.0,137.0,1633.0
58773,58799,582117,864691135515996371,[343808 117248  18042],2022-06-09 14:30:32.002707,L23,excitatory,23P,164.0,4510.0,132.0,4045.0
58774,58800,553155,864691136544219810,[324880 120736  18498],2022-06-09 14:30:32.002707,L23,excitatory,23P,68.0,4027.0,53.0,3712.0
59211,59237,63738,864691136134452619,[ 89952 122880  16768],2022-06-09 14:30:32.002707,L23,excitatory,23P,3.0,349.0,3.0,319.0
59311,59337,360271,864691136361762786,[218032 126800  27087],2022-06-09 14:30:32.002707,L23,excitatory,23P,499.0,2262.0,449.0,2029.0
59347,59373,360568,864691135925544974,[220288 127904  16098],2022-06-09 14:30:32.002707,L23,excitatory,23P,43.0,2892.0,37.0,2686.0
59451,59477,293535,864691135654035906,[194560 116240  27414],2022-06-09 14:30:32.002707,L23,excitatory,23P,150.0,2459.0,138.0,2284.0
59456,59482,255267,864691135181706498,[173536 109584  23237],2022-06-09 14:30:32.002707,L23,excitatory,23P,95.0,4128.0,82.0,3790.0
59909,59935,222968,864691136004944842,[151696 124832  23127],2022-06-09 14:30:32.002707,L23,excitatory,23P,33.0,3996.0,23.0,3657.0
59982,60008,294375,864691135888465801,[185936 133408  20157],2022-06-09 14:30:32.002707,L23,excitatory,23P,212.0,7405.0,177.0,6562.0
60193,60219,552525,864691135081665271,[318608 109776  27487],2022-06-09 14:30:32.002707,L23,excitatory,23P,31.0,2809.0,25.0,2576.0
60294,60320,553146,864691135776595808,[321888 116624  18770],2022-06-09 14:30:32.002707,L23,excitatory,23P,70.0,5381.0,62.0,4936.0
60315,60341,258526,864691135975907139,[163776 133504  24045],2022-06-09 14:30:32.002707,L23,excitatory,23P,288.0,4361.0,242.0,3782.0
60567,60593,256278,864691135446609748,[165216 112720  19563],2022-06-09 14:30:32.002707,L23,excitatory,23P,269.0,3957.0,215.0,3654.0
60576,60602,390807,864691136723439613,[229440 126640  20242],2022-06-09 14:30:32.002707,L23,inhibitory,BC,24.0,6177.0,12.0,5380.0
60628,60654,552319,864691136134440843,[326896 104048  25614],2022-06-09 14:30:32.002707,L23,excitatory,23P,273.0,3524.0,215.0,3280.0
60660,60686,292316,864691135809441228,[180528 120640  18671],2022-06-09 14:30:32.002707,L23,excitatory,23P,286.0,3135.0,258.0,2918.0
60794,60820,486472,864691136020536824,[281152 116176  16607],2022-06-09 14:30:32.002707,L23,excitatory,23P,50.0,2728.0,42.0,2558.0
61013,61039,391620,864691136390750591,[233232 117792  27177],2022-06-09 14:30:32.002707,L23,excitatory,23P,203.0,3222.0,187.0,2675.0
61027,61053,608547,864691135341152433,[349824 110256  22247],2022-06-09 14:30:32.002707,L23,excitatory,23P,131.0,4381.0,99.0,3900.0
61031,61057,224225,864691135687086304,[152144 133360  20576],2022-06-09 14:30:32.002707,L23,excitatory,23P,50.0,3726.0,39.0,3419.0
61141,61168,327808,864691136123894310,[198416 134384  18615],2022-06-09 14:30:32.002707,L23,excitatory,23P,122.0,1964.0,103.0,1834.0
61292,61319,292725,864691135475027520,[185200 117744  21532],2022-06-09 14:30:32.002707,L23,excitatory,23P,39.0,3138.0,33.0,2908.0
61309,61336,109133,864691136618475405,[107680 130560  15970],2022-06-09 14:30:32.002707,L23,excitatory,23P,79.0,2057.0,73.0,1926.0
61389,61416,692494,864691135841344483,[382720 121296  22246],2022-06-09 14:30:32.002707,L23,excitatory,23P,459.0,3266.0,387.0,2869.0
61450,61477,517751,864691135341009861,[301424 125184  15559],2022-06-09 14:30:32.002707,L23,excitatory,23P,72.0,3118.0,56.0,2880.0
61482,61509,518885,864691135103990861,[310480 121424  22622],2022-06-09 14:30:32.002707,L23,excitatory,23P,36.0,2912.0,27.0,2643.0
61495,61522,453537,864691135939647654,[266128 113312  17864],2022-06-09 14:30:32.002707,L23,excitatory,23P,111.0,3663.0,101.0,3407.0
61512,61539,687680,864691136618437517,[388128  92288  27417],2022-06-09 14:30:32.002707,L23,excitatory,23P,15.0,727.0,10.0,655.0
61615,61642,487512,864691135272206865,[286992 125056  23883],2022-06-09 14:30:32.002707,L23,excitatory,23P,504.0,3118.0,465.0,2772.0
61637,61664,106763,864691136486789138,[110400 119552  19665],2022-06-09 14:30:32.002707,L23,excitatory,23P,52.0,3933.0,43.0,3549.0
61655,61682,580980,864691135567429618,[341904 107280  20847],2022-06-09 14:30:32.002707,L23,excitatory,23P,83.0,3978.0,76.0,3688.0
61659,61686,326821,864691135616328041,[196560 112112  25860],2022-06-09 14:30:32.002707,L23,excitatory,23P,94.0,3875.0,81.0,3572.0
61660,61687,292606,864691135686924768,[195152 122896  19950],2022-06-09 14:30:32.002707,L23,excitatory,23P,44.0,2807.0,39.0,2631.0
61663,61690,257881,864691135761498422,[179232 128000  18718],2022-06-09 14:30:32.002707,L23,excitatory,23P,58.0,2043.0,50.0,1935.0
61672,61699,257254,864691135491008999,[178960 126960  26550],2022-06-09 14:30:32.002707,L23,excitatory,23P,182.0,4433.0,167.0,3810.0
61744,61771,641969,864691135472063026,[376176  97568  22787],2022-06-09 14:30:32.002707,L23,excitatory,23P,127.0,2931.0,107.0,2665.0
61750,61777,641880,864691135334559209,[370688 106848  22415],2022-06-09 14:30:32.002707,L23,excitatory,23P,600.0,3408.0,500.0,2999.0
61751,61778,222289,864691136039346942,[152752 126928  17944],2022-06-09 14:30:32.002707,L23,excitatory,23P,136.0,3294.0,120.0,2956.0
61802,61829,152938,864691135614501835,[118704 127056  17912],2022-06-09 14:30:32.002707,L23,excitatory,23P,196.0,4189.0,174.0,3751.0
61866,61894,154078,864691135385280853,[117008 126224  26524],2022-06-09 14:30:32.002707,L23,excitatory,23P,28.0,1258.0,24.0,1083.0
61873,61901,224574,864691136594901154,[152432 141440  23825],2022-06-09 14:30:32.002707,L23,excitatory,23P,239.0,4417.0,219.0,3696.0
61876,61904,454746,864691135081643767,[267216 113040  26974],2022-06-09 14:30:32.002707,L23,excitatory,23P,437.0,4988.0,373.0,4517.0
61946,61974,453384,864691135435944179,[273024 113776  16007],2022-06-09 14:30:32.002707,L23,excitatory,BPC,7.0,1.0,2.0,1.0
61953,61981,421546,864691135584245234,[255088 120416  16209],2022-06-09 14:30:32.002707,L23,excitatory,23P,466.0,3046.0,414.0,2838.0
61975,62003,224264,864691136266800372,[157952 137824  20939],2022-06-09 14:30:32.002707,L23,excitatory,23P,520.0,2331.0,472.0,2106.0
62154,62182,553899,864691136041034838,[324928 112064  25239],2022-06-09 14:30:32.002707,L23,excitatory,23P,23.0,4153.0,15.0,3833.0
62166,62194,189466,864691135428945968,[136560 124592  27016],2022-06-09 14:30:32.002707,L23,excitatory,23P,364.0,1632.0,304.0,1461.0
62174,62202,581370,864691135780986192,[335280 107792  25267],2022-06-09 14:30:32.002707,L23,excitatory,23P,109.0,6737.0,76.0,6061.0
62214,62242,23083,864691135403774702,[ 67616 125632  20278],2022-06-09 14:30:32.002707,L23,excitatory,23P,20.0,445.0,19.0,378.0
62239,62267,608581,864691135696279450,[359744 110096  21917],2022-06-09 14:30:32.002707,L23,excitatory,23P,66.0,3103.0,53.0,2757.0
62258,62286,454119,864691137196927809,[265104 121456  22212],2022-06-09 14:30:32.002707,L23,excitatory,23P,28.0,2081.0,26.0,1821.0
62290,62319,581363,864691137053670262,[331504  96928  25570],2022-06-09 14:30:32.002707,L23,excitatory,23P,72.0,2741.0,63.0,2589.0
62338,62368,390548,864691136020798200,[243392 121632  17802],2022-06-09 14:30:32.002707,L23,excitatory,23P,186.0,4963.0,154.0,4416.0
62348,62378,259127,864691135337693926,[167440 129568  26066],2022-06-09 14:30:32.002707,L23,excitatory,23P,282.0,4163.0,246.0,3630.0
62359,62389,357956,864691134964428575,[224624 109856  22374],2022-06-09 14:30:32.002707,L23,excitatory,23P,107.0,6365.0,87.0,5526.0
