,id,pt_root_id,pt_position,timestamp,layer,cell_polarity,subclass,pre_syn_count,post_syn_count,unique_pre_syn_target_count,unique_post_syn_target_count,DOM_labels
97,518305,864691134917428234,[299024 117280  19907],2022-06-09 14:30:32.002707,L23,excitatory,23P,61.0,4412.0,53.0,4062.0,1
99,257920,864691135945699364,[169856 132160  19018],2022-06-09 14:30:32.002707,L23,excitatory,23P,35.0,2931.0,21.0,2682.0,1
100,153339,864691136309662554,[125168 115744  20567],2022-06-09 14:30:32.002707,L23,inhibitory,BPC,2.0,452.0,2.0,418.0,1
101,582247,864691136594824866,[331584 125632  20293],2022-06-09 14:30:32.002707,L23,excitatory,23P,35.0,2866.0,27.0,2639.0,1
103,328302,864691135354886351,[201472 130736  21449],2022-06-09 14:30:32.002707,L23,excitatory,23P,132.0,4476.0,113.0,3922.0,1
104,293168,864691136577963028,[191520 113728  24635],2022-06-09 14:30:32.002707,L23,excitatory,23P,235.0,4706.0,181.0,4120.0,1
106,294168,864691135548043460,[192528 128336  18292],2022-06-09 14:30:32.002707,L23,excitatory,23P,62.0,4110.0,54.0,3599.0,1
107,389220,864691136023812665,[229488 105792  19071],2022-06-09 14:30:32.002707,L23,excitatory,23P,38.0,3579.0,28.0,3122.0,1
109,189156,864691135686941408,[145296 115664  23526],2022-06-09 14:30:32.002707,L23,excitatory,23P,20.0,3366.0,14.0,3091.0,1
110,642018,864691136011250595,[367840  98448  23661],2022-06-09 14:30:32.002707,L23,excitatory,23P,166.0,5571.0,116.0,4814.0,1
111,389666,864691135644588783,[229664 103344  23419],2022-06-09 14:30:32.002707,L23,excitatory,23P,20.0,3981.0,16.0,3709.0,1
113,292601,864691134885037306,[193232 114304  20229],2022-06-09 14:30:32.002707,L23,excitatory,23P,85.0,3856.0,72.0,3534.0,1
114,190162,864691135864817116,[145568 129792  18707],2022-06-09 14:30:32.002707,L23,excitatory,23P,166.0,3651.0,143.0,3310.0,1
117,153263,864691136065281944,[128832 112800  19948],2022-06-09 14:30:32.002707,L23,excitatory,23P,99.0,3667.0,85.0,3365.0,1
118,420740,864691136577521428,[257152 108384  22244],2022-06-09 14:30:32.002707,L23,excitatory,23P,359.0,4781.0,290.0,4161.0,1
119,519237,864691135996862154,[304640 119904  27143],2022-06-09 14:30:32.002707,L23,excitatory,23P,33.0,4088.0,25.0,3613.0,1
120,224094,864691136008546222,[148768 137808  20056],2022-06-09 14:30:32.002707,L23,excitatory,23P,1004.0,5766.0,783.0,5031.0,1
122,609369,864691135945499172,[358800  95808  25575],2022-06-09 14:30:32.002707,L23,excitatory,23P,37.0,2864.0,29.0,2725.0,1
125,519215,864691136286568131,[299856 122400  26496],2022-06-09 14:30:32.002707,L23,excitatory,23P,71.0,2861.0,57.0,2562.0,1
128,190001,864691135437357810,[136128 138416  17902],2022-06-09 14:30:32.002707,L23,excitatory,23P,717.0,4601.0,612.0,3924.0,1
129,517939,864691135212690304,[304304 122528  16569],2022-06-09 14:30:32.002707,L23,excitatory,23P,35.0,1666.0,33.0,1579.0,1
130,255344,864691135718649137,[164400 106896  24529],2022-06-09 14:30:32.002707,L23,excitatory,23P,44.0,4664.0,36.0,4215.0,1
133,257797,864691135576542404,[165888 127472  18625],2022-06-09 14:30:32.002707,L23,excitatory,23P,49.0,2961.0,36.0,2668.0,1
139,518078,864691136559155874,[296992 124208  18731],2022-06-09 14:30:32.002707,L23,excitatory,23P,183.0,4810.0,164.0,4375.0,1
140,553235,864691135082003959,[326080 123568  18795],2022-06-09 14:30:32.002707,L23,inhibitory,BC,3929.0,9353.0,2207.0,8222.0,1
145,392788,864691134884993274,[233664 135632  21561],2022-06-09 14:30:32.002707,L23,excitatory,23P,992.0,3735.0,848.0,3100.0,1
166,391718,864691135013374102,[236160 124336  27499],2022-06-09 14:30:32.002707,L23,excitatory,23P,274.0,3192.0,245.0,2861.0,1
177,486007,864691135884007280,[286784 106528  25482],2022-06-09 14:30:32.002707,L23,excitatory,23P,313.0,4502.0,257.0,4038.0,1
182,188827,864691135385282645,[135104 112144  21551],2022-06-09 14:30:32.002707,L23,excitatory,23P,93.0,2431.0,82.0,2214.0,1
185,518181,864691136571379874,[297552 119632  18952],2022-06-09 14:30:32.002707,L23,inhibitory,BC,2529.0,10637.0,1428.0,9417.0,1
189,487823,864691137019953006,[290144 114848  26791],2022-06-09 14:30:32.002707,L23,excitatory,23P,169.0,3307.0,145.0,2949.0,1
191,518177,864691135585132924,[297008 126768  19030],2022-06-09 14:30:32.002707,L23,excitatory,23P,194.0,5057.0,166.0,4512.0,1
195,687406,864691135348282071,[382928  91728  25714],2022-06-09 14:30:32.002707,L23,excitatory,23P,12.0,668.0,8.0,609.0,1
196,689872,864691135012896918,[383088 109312  24257],2022-06-09 14:30:32.002707,L23,excitatory,23P,500.0,4331.0,414.0,3796.0,1
206,611022,864691135657801346,[356432 113264  23743],2022-06-09 14:30:32.002707,L23,excitatory,23P,36.0,6302.0,26.0,5547.0,1
211,190274,864691136912003569,[140320 137856  19422],2022-06-09 14:30:32.002707,L23,excitatory,23P,133.0,4370.0,118.0,3827.0,1
215,582136,864691135758545486,[329392 127184  19232],2022-06-09 14:30:32.002707,L23,excitatory,23P,115.0,4274.0,71.0,3820.0,1
217,392837,864691135501980402,[243872 129024  21165],2022-06-09 14:30:32.002707,L23,excitatory,23P,352.0,3632.0,312.0,3254.0,1
221,221779,864691135345441183,[162064 109488  26003],2022-06-09 14:30:32.002707,L23,excitatory,23P,314.0,5197.0,275.0,4602.0,1
226,325035,864691135396467233,[204432 104896  26759],2022-06-09 14:30:32.002707,L23,inhibitory,BPC,108.0,1489.0,98.0,1416.0,1
234,155231,864691135864732892,[121280 134176  21305],2022-06-09 14:30:32.002707,L23,excitatory,23P,275.0,1828.0,252.0,1641.0,1
244,420935,864691135337685734,[254576  99632  24623],2022-06-09 14:30:32.002707,L23,excitatory,23P,215.0,5837.0,190.0,5191.0,1
245,323879,864691135724196011,[199856 105168  16490],2022-06-09 14:30:32.002707,L23,excitatory,23P,11.0,2784.0,8.0,2591.0,1
247,106836,864691135954097672,[108352 126528  20702],2022-06-09 14:30:32.002707,L23,excitatory,23P,515.0,1342.0,418.0,1272.0,1
248,324445,864691135012550646,[210592 108496  23219],2022-06-09 14:30:32.002707,L23,excitatory,23P,101.0,3352.0,93.0,3141.0,1
256,642311,864691135345206431,[368864 103600  26004],2022-06-09 14:30:32.002707,L23,excitatory,23P,149.0,2795.0,130.0,2563.0,1
262,553243,864691135945403684,[327136 112912  19124],2022-06-09 14:30:32.002707,L23,excitatory,23P,129.0,7025.0,113.0,6161.0,1
265,518916,864691135660512752,[302096 112336  23662],2022-06-09 14:30:32.002707,L23,excitatory,23P,69.0,7302.0,50.0,6139.0,1
270,325040,864691135396795937,[206688 107680  26522],2022-06-09 14:30:32.002707,L23,excitatory,23P,62.0,4452.0,53.0,4000.0,1
274,582524,864691135576957957,[333584 111200  22280],2022-06-09 14:30:32.002707,L23,excitatory,23P,23.0,4113.0,16.0,3850.0,1
283,290707,864691135428503856,[194416 109856  16450],2022-06-09 14:30:32.002707,L23,excitatory,23P,68.0,5195.0,48.0,4603.0,1
290,64143,864691135941466740,[ 98336 122048  20087],2022-06-09 14:30:32.002707,L23,excitatory,23P,11.0,1278.0,10.0,1216.0,1
296,107138,864691136123706662,[112288 120640  22662],2022-06-09 14:30:32.002707,L23,inhibitory,BPC,68.0,1674.0,55.0,1538.0,1
300,518898,864691135583884664,[295872 123200  23416],2022-06-09 14:30:32.002707,L23,excitatory,23P,902.0,5918.0,771.0,5194.0,1
304,452442,864691135575105054,[263360 110736  20124],2022-06-09 14:30:32.002707,L23,excitatory,23P,233.0,3214.0,203.0,2993.0,1
305,361226,864691136925712714,[218928 133856  20123],2022-06-09 14:30:32.002707,L23,excitatory,23P,404.0,5290.0,313.0,4516.0,1
309,110357,864691135730112953,[112304 136320  23399],2022-06-09 14:30:32.002707,L23,excitatory,23P,144.0,2990.0,121.0,2660.0,1
310,63772,864691135385280341,[ 97600 119984  17153],2022-06-09 14:30:32.002707,L23,excitatory,23P,39.0,2248.0,37.0,2149.0,1
315,222301,864691136388585079,[156784 112624  17407],2022-06-09 14:30:32.002707,L23,excitatory,23P,226.0,5480.0,198.0,4989.0,1
317,222293,864691136273674765,[154128 126016  17599],2022-06-09 14:30:32.002707,L23,excitatory,23P,114.0,4488.0,89.0,4075.0,1
326,552445,864691135155943012,[320160  99840  26701],2022-06-09 14:30:32.002707,L23,excitatory,23P,84.0,2621.0,69.0,2460.0,1
333,422528,864691135269694885,[252464 117776  24634],2022-06-09 14:30:32.002707,L23,excitatory,23P,22.0,5548.0,17.0,4691.0,1
334,224499,864691136008532398,[153264 127888  23112],2022-06-09 14:30:32.002707,L23,excitatory,23P,212.0,6200.0,174.0,4993.0,1
335,109233,864691135428771632,[110336 134832  16865],2022-06-09 14:30:32.002707,L23,inhibitory,BC,2219.0,10701.0,1515.0,9274.0,1
337,608713,864691135807280413,[356224 110400  23831],2022-06-09 14:30:32.002707,L23,excitatory,23P,65.0,27.0,49.0,21.0,1
340,359622,864691135293059596,[221280 119744  21937],2022-06-09 14:30:32.002707,L23,excitatory,23P,17.0,2974.0,12.0,2732.0,1
348,390492,864691135600746563,[233408 114080  17884],2022-06-09 14:30:32.002707,L23,excitatory,23P,204.0,4645.0,181.0,4194.0,1
351,453300,864691135602374467,[275648 114240  15431],2022-06-09 14:30:32.002707,L23,excitatory,23P,77.0,3847.0,68.0,3432.0,1
365,188161,864691135233306713,[132112 125152  16992],2022-06-09 14:30:32.002707,L23,excitatory,23P,95.0,4120.0,76.0,3751.0,1
366,487832,864691136175603206,[291904 125216  27159],2022-06-09 14:30:32.002707,L23,excitatory,23P,67.0,4133.0,63.0,3691.0,1
368,518931,864691135609443847,[305696 114272  23774],2022-06-09 14:30:32.002707,L23,excitatory,23P,73.0,5737.0,62.0,5047.0,1
373,109165,864691135570706413,[114272 141376  16202],2022-06-09 14:30:32.002707,L23,excitatory,23P,61.0,4787.0,48.0,4340.0,1
385,256548,864691135122688807,[177760 114352  21510],2022-06-09 14:30:32.002707,L23,excitatory,23P,33.0,4666.0,27.0,4229.0,1
387,517249,864691135564924951,[306048 106672  23860],2022-06-09 14:30:32.002707,L23,excitatory,23P,27.0,4919.0,15.0,4584.0,1
395,360283,864691137019565934,[223616 117008  27109],2022-06-09 14:30:32.002707,L23,excitatory,23P,689.0,3306.0,583.0,2905.0,1
399,190862,864691135864218238,[144384 131280  23107],2022-06-09 14:30:32.002707,L23,excitatory,23P,882.0,3035.0,709.0,2726.0,1
403,326798,864691135662102212,[211328 125008  25462],2022-06-09 14:30:32.002707,L23,excitatory,23P,255.0,1786.0,225.0,1588.0,1
405,155309,864691136296696091,[129824 138304  21815],2022-06-09 14:30:32.002707,L23,excitatory,23P,23.0,2648.0,20.0,2339.0,1
416,359007,864691135748514440,[224448 122976  18427],2022-06-09 14:30:32.002707,L23,excitatory,23P,191.0,3469.0,181.0,3194.0,1
418,518985,864691135581577837,[299696 116928  24730],2022-06-09 14:30:32.002707,L23,excitatory,23P,279.0,5403.0,247.0,4809.0,1
424,518795,864691135338062054,[302608 116288  21919],2022-06-09 14:30:32.002707,L23,excitatory,23P,21.0,5479.0,17.0,4872.0,1
426,293130,864691135544507176,[182032 120176  24437],2022-06-09 14:30:32.002707,L23,inhibitory,BPC,434.0,2889.0,325.0,2638.0,1
428,582153,864691135476139688,[333728 124160  19296],2022-06-09 14:30:32.002707,L23,excitatory,23P,39.0,5296.0,31.0,4819.0,1
429,610487,864691136109186744,[359728 118480  19467],2022-06-09 14:30:32.002707,L23,excitatory,23P,351.0,4953.0,291.0,4454.0,1
430,453620,864691135373385672,[264496 120464  18543],2022-06-09 14:30:32.002707,L23,excitatory,23P,200.0,2918.0,170.0,2717.0,1
431,326979,864691135939808769,[203456 119952  27203],2022-06-09 14:30:32.002707,L23,excitatory,23P,217.0,1315.0,201.0,1227.0,1
432,452105,864691135307369286,[262784 109984  16246],2022-06-09 14:30:32.002707,L23,excitatory,23P,225.0,5816.0,194.0,5127.0,1
433,153809,864691135212673664,[130208 111744  23777],2022-06-09 14:30:32.002707,L23,excitatory,23P,124.0,4116.0,107.0,3583.0,1
435,258231,864691135807532829,[176000 138896  20458],2022-06-09 14:30:32.002707,L23,excitatory,23P,84.0,5315.0,70.0,4634.0,1
438,109189,864691136262012388,[100240 128544  16934],2022-06-09 14:30:32.002707,L23,excitatory,23P,75.0,4152.0,66.0,3787.0,1
439,391220,864691135337695462,[237728 111840  22850],2022-06-09 14:30:32.002707,L23,excitatory,23P,44.0,4055.0,37.0,3652.0,1
440,391380,864691136089353783,[232880 120000  24283],2022-06-09 14:30:32.002707,L23,excitatory,23P,337.0,5680.0,296.0,4974.0,1
441,326384,864691135428680752,[212512 115248  22053],2022-06-09 14:30:32.002707,L23,excitatory,23P,106.0,3213.0,98.0,2907.0,1
442,152709,864691135348308439,[124144 120352  15339],2022-06-09 14:30:32.002707,L23,excitatory,23P,12.0,1495.0,8.0,1421.0,1
444,582113,864691135809440460,[343120 113200  18186],2022-06-09 14:30:32.002707,L23,excitatory,23P,131.0,2361.0,111.0,2212.0,1
445,358092,864691135526044507,[217456 109840  23937],2022-06-09 14:30:32.002707,L23,excitatory,23P,39.0,3575.0,37.0,3272.0,1
446,153553,864691135583700856,[115344 126960  22783],2022-06-09 14:30:32.002707,L23,excitatory,23P,209.0,2913.0,186.0,2542.0,1
447,223097,864691136487061266,[161104 120624  23584],2022-06-09 14:30:32.002707,L23,excitatory,23P,175.0,3720.0,149.0,3397.0,1
448,67164,864691136828757220,[ 94096 129360  16743],2022-06-09 14:30:32.002707,L23,excitatory,23P,11.0,1281.0,9.0,1230.0,1
450,610348,864691135564604439,[357792 111296  18042],2022-06-09 14:30:32.002707,L23,excitatory,23P,37.0,2168.0,28.0,1958.0,1
451,23389,864691134988474746,[ 77184 121024  20696],2022-06-09 14:30:32.002707,L23,excitatory,23P,8.0,658.0,6.0,582.0,1
452,64164,864691136323191703,[ 83600 125936  20729],2022-06-09 14:30:32.002707,L23,excitatory,23P,19.0,1540.0,17.0,1394.0,1
454,258108,864691135686885856,[169600 137904  19798],2022-06-09 14:30:32.002707,L23,excitatory,23P,138.0,1762.0,121.0,1594.0,1
455,359498,864691135337907430,[214272 114672  21697],2022-06-09 14:30:32.002707,L23,excitatory,23P,55.0,4540.0,47.0,3998.0,1
456,190926,864691136487013394,[142608 131696  23670],2022-06-09 14:30:32.002707,L23,excitatory,23P,68.0,7215.0,46.0,6111.0,1
458,154038,864691135491726943,[126272 118480  26362],2022-06-09 14:30:32.002707,L23,excitatory,23P,375.0,3905.0,323.0,3356.0,1
462,421542,864691135584235506,[254560 117680  16058],2022-06-09 14:30:32.002707,L23,excitatory,23P,87.0,3026.0,84.0,2803.0,1
464,391061,864691135134670105,[239920 123696  21548],2022-06-09 14:30:32.002707,L23,excitatory,23P,121.0,4046.0,93.0,3627.0,1
465,222746,864691136730941806,[162864 117536  21034],2022-06-09 14:30:32.002707,L23,excitatory,23P,35.0,3021.0,31.0,2824.0,1
466,518143,864691136194037462,[310944 123440  18606],2022-06-09 14:30:32.002707,L23,excitatory,23P,89.0,5478.0,70.0,5037.0,1
467,552952,864691135544394280,[315632 125616  17644],2022-06-09 14:30:32.002707,L23,excitatory,23P,124.0,4214.0,101.0,3828.0,1
472,582678,864691135809467084,[334880 115600  23509],2022-06-09 14:30:32.002707,L23,excitatory,23P,67.0,4852.0,50.0,4427.0,1
473,485339,864691135721844628,[281792 106912  17979],2022-06-09 14:30:32.002707,L23,excitatory,23P,50.0,3670.0,47.0,3324.0,1
474,256657,864691135874019470,[178560 119232  22114],2022-06-09 14:30:32.002707,L23,excitatory,23P,591.0,2374.0,515.0,2144.0,1
475,222236,864691135454085226,[162352 115984  16762],2022-06-09 14:30:32.002707,L23,inhibitory,BPC,200.0,3770.0,169.0,3407.0,1
476,517182,864691136723389949,[307488 103152  23091],2022-06-09 14:30:32.002707,L23,excitatory,23P,288.0,6175.0,246.0,5449.0,1
477,391608,864691136388585232,[230432 125392  26739],2022-06-09 14:30:32.002707,L23,excitatory,23P,384.0,1481.0,319.0,1289.0,1
478,293296,864691135478558406,[184128 112560  26073],2022-06-09 14:30:32.002707,L23,excitatory,23P,907.0,4197.0,765.0,3768.0,1
479,421806,864691135463494725,[248496 116688  18045],2022-06-09 14:30:32.002707,L23,excitatory,23P,206.0,5082.0,184.0,4462.0,1
480,255677,864691135588209348,[173376 121200  15259],2022-06-09 14:30:32.002707,L23,excitatory,23P,82.0,2942.0,77.0,2708.0,1
482,188511,864691136321796503,[136656 117312  18956],2022-06-09 14:30:32.002707,L23,excitatory,23P,19.0,2413.0,19.0,2280.0,1
483,391596,864691136266843892,[245376 115856  25973],2022-06-09 14:30:32.002707,L23,excitatory,23P,878.0,5573.0,744.0,4830.0,1
484,294810,864691136577931284,[182560 130304  23134],2022-06-09 14:30:32.002707,L23,excitatory,23P,385.0,4679.0,323.0,4051.0,1
485,554813,864691136923131876,[321824 131216  19674],2022-06-09 14:30:32.002707,L23,excitatory,4P,26.0,3705.0,21.0,3334.0,1
486,259291,864691135382618842,[169568 133696  27272],2022-06-09 14:30:32.002707,L23,excitatory,23P,205.0,2819.0,153.0,2511.0,1
487,517222,864691135345245343,[298560 108320  23508],2022-06-09 14:30:32.002707,L23,inhibitory,BPC,12.0,2761.0,9.0,2331.0,1
491,109694,864691135516144083,[109136 130928  19614],2022-06-09 14:30:32.002707,L23,excitatory,23P,148.0,2035.0,133.0,1899.0,1
492,325875,864691136973812764,[198224 121088  19194],2022-06-09 14:30:32.002707,L23,excitatory,23P,62.0,3387.0,53.0,3173.0,1
493,453441,864691134947401212,[263920 117152  16522],2022-06-09 14:30:32.002707,L23,excitatory,23P,179.0,4416.0,154.0,3977.0,1
495,582556,864691136039388414,[340672 125264  22187],2022-06-09 14:30:32.002707,L23,excitatory,23P,1676.0,5801.0,980.0,5228.0,1
496,155894,864691135447014996,[123888 139648  26118],2022-06-09 14:30:32.002707,L23,excitatory,23P,177.0,2434.0,154.0,2154.0,1
500,453393,864691135345243295,[274384 121136  15913],2022-06-09 14:30:32.002707,L23,inhibitory,BC,55.0,7227.0,42.0,6440.0,1
503,255976,864691135715199002,[173344 116960  17869],2022-06-09 14:30:32.002707,L23,excitatory,23P,85.0,2325.0,72.0,2219.0,1
504,220908,864691135100190496,[158800 110160  18548],2022-06-09 14:30:32.002707,L23,excitatory,23P,139.0,3493.0,122.0,3189.0,1
506,390978,864691136577522964,[237568 122848  20993],2022-06-09 14:30:32.002707,L23,inhibitory,BPC,61.0,2918.0,36.0,2629.0,1
510,294520,864691135589956619,[194960 131552  20708],2022-06-09 14:30:32.002707,L23,excitatory,23P,69.0,3128.0,59.0,2863.0,1
512,109815,864691135758537550,[114512 141104  20909],2022-06-09 14:30:32.002707,L23,excitatory,23P,252.0,2266.0,227.0,2035.0,1
537,323891,864691135544362536,[203216 109296  16556],2022-06-09 14:30:32.002707,L23,excitatory,23P,29.0,2710.0,23.0,2537.0,1
539,360305,864691136175531270,[227008 124416  26938],2022-06-09 14:30:32.002707,L23,excitatory,23P,212.0,2357.0,184.0,2101.0,1
540,420164,864691135584066371,[247392 101472  16733],2022-06-09 14:30:32.002707,L23,excitatory,23P,68.0,2708.0,63.0,2551.0,1
544,26363,864691135538106482,[ 67536 128912  20109],2022-06-09 14:30:32.002707,L23,excitatory,23P,168.0,529.0,147.0,452.0,1
545,109786,864691135213074488,[108816 139328  20767],2022-06-09 14:30:32.002707,L23,excitatory,23P,133.0,1226.0,117.0,1066.0,1
546,553964,864691135341368261,[322464 122896  26332],2022-06-09 14:30:32.002707,L23,excitatory,23P,288.0,6113.0,247.0,5463.0,1
548,292460,864691135776869984,[185360 122432  18784],2022-06-09 14:30:32.002707,L23,excitatory,23P,49.0,2836.0,48.0,2667.0,1
549,153345,864691135122332455,[126832 112096  20543],2022-06-09 14:30:32.002707,L23,excitatory,23P,119.0,3390.0,99.0,3098.0,1
550,454147,864691136329262826,[271808 120672  22336],2022-06-09 14:30:32.002707,L23,excitatory,23P,589.0,3983.0,532.0,3489.0,1
552,325362,864691135988496896,[199136 117664  15856],2022-06-09 14:30:32.002707,L23,excitatory,23P,35.0,3182.0,22.0,2880.0,1
553,486359,864691135659757123,[288544 119408  15355],2022-06-09 14:30:32.002707,L23,excitatory,23P,29.0,2917.0,24.0,2629.0,1
555,108945,864691136099830389,[ 98752 131744  15689],2022-06-09 14:30:32.002707,L23,excitatory,23P,37.0,2805.0,21.0,2515.0,1
557,323857,864691135497845188,[208656 108016  16193],2022-06-09 14:30:32.002707,L23,excitatory,23P,82.0,3018.0,68.0,2831.0,1
558,608833,864691135526297435,[349392  95088  25064],2022-06-09 14:30:32.002707,L23,excitatory,23P,35.0,3593.0,25.0,3405.0,1
563,154452,864691135809506252,[117344 138912  15804],2022-06-09 14:30:32.002707,L23,excitatory,23P,45.0,4131.0,37.0,3780.0,1
564,190867,864691135581564781,[144736 138960  22974],2022-06-09 14:30:32.002707,L23,excitatory,23P,224.0,3500.0,196.0,3054.0,1
