,id,pt_root_id,pt_position,timestamp,layer,cell_polarity,subclass,pre_syn_count,post_syn_count,unique_pre_syn_target_count,unique_post_syn_target_count,DOM_labels
42,521879,864691136556839074,[294944 158480  19933],2022-06-09 14:30:32.002707,L4,excitatory,4P,226.0,2082.0,209.0,1727.0,1
43,227689,864691135415461818,[158544 169984  18429],2022-06-09 14:30:32.002707,L4,excitatory,4P,135.0,2110.0,120.0,1797.0,1
44,195699,864691135488597562,[134400 176192  27000],2022-06-09 14:30:32.002707,L4,excitatory,5P-PT,779.0,1658.0,637.0,1405.0,1
45,363748,864691135490759911,[220592 158752  22894],2022-06-09 14:30:32.002707,L4,excitatory,4P,426.0,4987.0,358.0,3910.0,1
46,327468,864691135815852879,[200560 139264  16831],2022-06-09 14:30:32.002707,L4,excitatory,23P,81.0,2558.0,63.0,2300.0,1
50,260207,864691135383092203,[176432 151184  18930],2022-06-09 14:30:32.002707,L4,excitatory,4P,453.0,2498.0,399.0,2157.0,1
51,294432,864691137019961454,[194688 142208  19530],2022-06-09 14:30:32.002707,L4,excitatory,23P,127.0,3728.0,112.0,3416.0,1
54,112358,864691136123786534,[106768 150352  16945],2022-06-09 14:30:32.002707,L4,excitatory,23P,112.0,2583.0,103.0,2348.0,1
57,330307,864691135724424107,[202528 145808  21078],2022-06-09 14:30:32.002707,L4,excitatory,23P,15.0,1377.0,14.0,1247.0,1
66,116812,864691135269759141,[ 99648 171584  21128],2022-06-09 14:30:32.002707,L4,excitatory,4P,42.0,1085.0,37.0,941.0,1
67,334127,864691135292287926,[204032 167024  27412],2022-06-09 14:30:32.002707,L4,excitatory,4P,281.0,322.0,217.0,290.0,1
74,225258,864691135739621780,[151440 148608  15900],2022-06-09 14:30:32.002707,L4,excitatory,23P,148.0,1224.0,135.0,1112.0,1
75,261291,864691136050856691,[178288 159872  26551],2022-06-09 14:30:32.002707,L4,excitatory,4P,72.0,1264.0,64.0,955.0,1
81,259618,864691136008880300,[170544 149152  16112],2022-06-09 14:30:32.002707,L4,excitatory,4P,251.0,2861.0,212.0,2468.0,1
86,156853,864691135472268338,[117168 158688  18177],2022-06-09 14:30:32.002707,L4,excitatory,4P,29.0,3359.0,23.0,2837.0,1
88,158904,864691136296653339,[117968 176304  17734],2022-06-09 14:30:32.002707,L4,excitatory,4P,152.0,2159.0,132.0,1908.0,1
91,397561,864691134939981155,[243216 164928  26713],2022-06-09 14:30:32.002707,L4,excitatory,4P,90.0,2656.0,80.0,2231.0,1
93,394013,864691135951980067,[229232 151936  17674],2022-06-09 14:30:32.002707,L4,inhibitory,BC,33.0,4590.0,18.0,3899.0,1
101,426278,864691136286554051,[260128 147968  22291],2022-06-09 14:30:32.002707,L4,excitatory,4P,291.0,3156.0,244.0,2542.0,1
102,585846,864691135382482650,[342272 150496  20904],2022-06-09 14:30:32.002707,L4,excitatory,4P,76.0,1381.0,55.0,1224.0,1
108,659185,864691136008469676,[371104 148896  25581],2022-06-09 14:30:32.002707,L4,excitatory,4P,146.0,885.0,125.0,709.0,1
114,28178,864691135468040121,[ 81040 144400  16812],2022-06-09 14:30:32.002707,L4,inhibitory,BPC,10.0,647.0,3.0,597.0,1
115,332662,864691135799738210,[204160 169136  19112],2022-06-09 14:30:32.002707,L4,excitatory,4P,102.0,847.0,93.0,747.0,1
116,426877,864691135615775849,[251104 154944  27150],2022-06-09 14:30:32.002707,L4,excitatory,4P,466.0,1847.0,411.0,1549.0,1
118,262652,864691134964821791,[170640 174448  20747],2022-06-09 14:30:32.002707,L4,excitatory,5P-IT,127.0,3025.0,109.0,2681.0,1
119,489271,864691135753692877,[284256 142032  23810],2022-06-09 14:30:32.002707,L4,excitatory,4P,363.0,3177.0,317.0,2664.0,1
123,456149,864691136903463346,[271184 142656  24723],2022-06-09 14:30:32.002707,L4,excitatory,4P,84.0,2917.0,70.0,2377.0,1
135,33480,864691135435945458,[ 73072 165872  20978],2022-06-09 14:30:32.002707,L4,excitatory,4P,53.0,556.0,48.0,467.0,1
139,154668,864691136952055519,[123072 137728  17897],2022-06-09 14:30:32.002707,L4,excitatory,23P,49.0,3477.0,39.0,3086.0,1
140,259253,864691135272599825,[177824 142000  26701],2022-06-09 14:30:32.002707,L4,excitatory,23P,283.0,4398.0,247.0,3742.0,1
143,298680,864691135334704105,[188272 170960  19869],2022-06-09 14:30:32.002707,L4,excitatory,4P,181.0,1968.0,146.0,1671.0,1
148,293709,864691135517376906,[188176 136544  15827],2022-06-09 14:30:32.002707,L4,excitatory,23P,102.0,4040.0,87.0,3680.0,1
150,70319,864691136311146391,[ 91024 158112  16632],2022-06-09 14:30:32.002707,L4,excitatory,4P,22.0,950.0,18.0,860.0,1
154,327322,864691135785250500,[206784 133280  15632],2022-06-09 14:30:32.002707,L4,excitatory,23P,146.0,3051.0,130.0,2786.0,1
158,393971,864691135155737188,[241936 155264  16646],2022-06-09 14:30:32.002707,L4,excitatory,4P,74.0,1585.0,64.0,1400.0,1
159,396710,864691135692714687,[243344 160080  20431],2022-06-09 14:30:32.002707,L4,excitatory,4P,190.0,2415.0,162.0,2072.0,1
161,653893,864691136652016893,[366464 136624  25926],2022-06-09 14:30:32.002707,L4,excitatory,4P,83.0,2351.0,68.0,2071.0,1
163,457731,864691135065019972,[263824 149680  22133],2022-06-09 14:30:32.002707,L4,excitatory,4P,421.0,2841.0,347.0,2296.0,1
166,458619,864691135334490089,[278176 156464  27206],2022-06-09 14:30:32.002707,L4,excitatory,4P,191.0,1351.0,168.0,1160.0,1
167,261951,864691135528034756,[169888 168416  17485],2022-06-09 14:30:32.002707,L4,inhibitory,MC,605.0,4815.0,501.0,4187.0,1
173,455301,864691135951975203,[272704 129312  17961],2022-06-09 14:30:32.002707,L4,excitatory,23P,552.0,3145.0,456.0,2627.0,1
175,557069,864691135544496424,[327280 149104  24661],2022-06-09 14:30:32.002707,L4,excitatory,4P,199.0,2275.0,181.0,1977.0,1
177,158854,864691136329203178,[130096 168880  16973],2022-06-09 14:30:32.002707,L4,inhibitory,MC,57.0,8018.0,44.0,6758.0,1
178,365917,864691135888509577,[214400 163248  23137],2022-06-09 14:30:32.002707,L4,excitatory,4P,76.0,2362.0,69.0,2010.0,1
180,262534,864691135568117996,[175424 166160  20228],2022-06-09 14:30:32.002707,L4,excitatory,4P,100.0,1501.0,86.0,1326.0,1
181,555011,864691136534847906,[322864 143200  21259],2022-06-09 14:30:32.002707,L4,excitatory,4P,98.0,1708.0,91.0,1472.0,1
182,193787,864691135915194982,[143152 169104  15486],2022-06-09 14:30:32.002707,L4,excitatory,4P,594.0,1015.0,509.0,887.0,1
183,295530,864691135994518954,[193648 149936  15374],2022-06-09 14:30:32.002707,L4,excitatory,4P,60.0,2330.0,54.0,1956.0,1
184,490563,864691135611636291,[292304 152528  18567],2022-06-09 14:30:32.002707,L4,excitatory,4P,177.0,2957.0,152.0,2503.0,1
185,658988,864691135538110322,[366720 148512  23515],2022-06-09 14:30:32.002707,L4,excitatory,4P,38.0,1751.0,38.0,1535.0,1
186,112268,864691135577010437,[113184 154816  16295],2022-06-09 14:30:32.002707,L4,excitatory,23P,43.0,2147.0,38.0,1919.0,1
187,296968,864691135873619854,[182016 144496  24119],2022-06-09 14:30:32.002707,L4,excitatory,23P,116.0,1562.0,100.0,1389.0,1
188,332661,864691136226947153,[203952 167008  19220],2022-06-09 14:30:32.002707,L4,excitatory,4P,109.0,1512.0,90.0,1324.0,1
190,362948,864691135699263522,[223376 159440  18820],2022-06-09 14:30:32.002707,L4,excitatory,4P,83.0,4128.0,76.0,3422.0,1
191,456355,864691136418627735,[277952 135168  25127],2022-06-09 14:30:32.002707,L4,excitatory,23P,55.0,3526.0,45.0,3147.0,1
192,520686,864691136577523476,[304928 132224  24837],2022-06-09 14:30:32.002707,L4,inhibitory,BC,40.0,7458.0,18.0,6365.0,1
193,116970,864691134964466975,[104960 167888  22129],2022-06-09 14:30:32.002707,L4,inhibitory,4P,48.0,600.0,40.0,516.0,1
195,227210,864691135434783986,[163312 161856  15460],2022-06-09 14:30:32.002707,L4,excitatory,4P,18.0,1265.0,18.0,1120.0,1
196,426104,864691135585139324,[252032 157552  21647],2022-06-09 14:30:32.002707,L4,excitatory,4P,100.0,1879.0,89.0,1592.0,1
197,296921,864691135334491881,[190304 157920  22999],2022-06-09 14:30:32.002707,L4,excitatory,4P,33.0,2569.0,28.0,2193.0,1
198,159915,864691135162711597,[130720 161280  23206],2022-06-09 14:30:32.002707,L4,excitatory,4P,1695.0,3144.0,1389.0,2604.0,1
199,115627,864691135809427148,[104064 164400  15597],2022-06-09 14:30:32.002707,L4,excitatory,4P,270.0,883.0,225.0,738.0,1
200,156988,864691135162251565,[116208 151472  19515],2022-06-09 14:30:32.002707,L4,excitatory,23P,89.0,4219.0,65.0,3703.0,1
201,158573,864691136422830383,[118368 170320  16023],2022-06-09 14:30:32.002707,L4,excitatory,4P,219.0,1372.0,201.0,1196.0,1
203,424150,864691135269698213,[260192 140992  22034],2022-06-09 14:30:32.002707,L4,excitatory,23P,62.0,1955.0,58.0,1716.0,1
204,583845,864691135939358209,[330064 143344  20019],2022-06-09 14:30:32.002707,L4,excitatory,4P,51.0,1941.0,42.0,1710.0,1
205,426357,864691136105512921,[255952 159008  23120],2022-06-09 14:30:32.002707,L4,inhibitory,BC,3843.0,6071.0,2044.0,4896.0,1
206,113139,864691136951624159,[ 98592 158080  21805],2022-06-09 14:30:32.002707,L4,excitatory,4P,3.0,483.0,2.0,411.0,1
207,262892,864691136521847185,[171264 163856  21889],2022-06-09 14:30:32.002707,L4,excitatory,4P,305.0,1969.0,244.0,1741.0,1
208,194684,864691135478282950,[141376 175376  20217],2022-06-09 14:30:32.002707,L4,excitatory,4P,692.0,2388.0,609.0,2048.0,1
210,228020,864691135269714341,[162416 163232  19816],2022-06-09 14:30:32.002707,L4,excitatory,4P,165.0,3368.0,147.0,2865.0,1
211,365508,864691135864983772,[219072 168928  19633],2022-06-09 14:30:32.002707,L4,excitatory,4P,322.0,2241.0,277.0,1965.0,1
212,394021,864691135644643823,[230400 143632  17313],2022-06-09 14:30:32.002707,L4,excitatory,4P,77.0,2732.0,64.0,2366.0,1
214,396947,864691136099778421,[244256 165648  22225],2022-06-09 14:30:32.002707,L4,excitatory,4P,228.0,1996.0,194.0,1637.0,1
215,557159,864691135345166239,[313472 152096  26209],2022-06-09 14:30:32.002707,L4,excitatory,4P,144.0,1812.0,128.0,1572.0,1
216,195783,864691135058541467,[131808 166624  27308],2022-06-09 14:30:32.002707,L4,excitatory,4P,278.0,1640.0,242.0,1393.0,1
217,361601,864691135396391713,[218496 138784  22612],2022-06-09 14:30:32.002707,L4,excitatory,23P,505.0,3024.0,443.0,2629.0,1
218,261403,864691135468414802,[179040 150560  27230],2022-06-09 14:30:32.002707,L4,excitatory,4P,577.0,2680.0,478.0,2269.0,1
219,226879,864691136273352382,[151328 150112  26815],2022-06-09 14:30:32.002707,L4,excitatory,23P,305.0,3530.0,197.0,2959.0,1
220,489527,864691136001642954,[281584 132496  26417],2022-06-09 14:30:32.002707,L4,inhibitory,BC,5885.0,9729.0,3479.0,7804.0,1
221,520012,864691136922773988,[302368 133632  19644],2022-06-09 14:30:32.002707,L4,excitatory,23P,117.0,5362.0,98.0,4801.0,1
222,426224,864691135104212557,[250832 147360  22426],2022-06-09 14:30:32.002707,L4,excitatory,4P,18.0,1644.0,12.0,1433.0,1
223,116352,864691135383207915,[107248 167088  18574],2022-06-09 14:30:32.002707,L4,excitatory,4P,267.0,3190.0,238.0,2810.0,1
226,360410,864691135865611141,[213616 137344  15182],2022-06-09 14:30:32.002707,L4,excitatory,23P,295.0,2716.0,250.0,2407.0,1
227,458548,864691135291732150,[262336 151504  27311],2022-06-09 14:30:32.002707,L4,excitatory,4P,105.0,578.0,77.0,534.0,1
228,366417,864691136011183523,[215632 163168  26515],2022-06-09 14:30:32.002707,L4,excitatory,4P,22.0,2088.0,16.0,1683.0,1
229,260699,864691135754008013,[171200 159888  22030],2022-06-09 14:30:32.002707,L4,excitatory,4P,622.0,3288.0,545.0,2775.0,1
232,261132,864691136601943249,[163904 148784  25988],2022-06-09 14:30:32.002707,L4,excitatory,4P,286.0,3059.0,234.0,2653.0,1
233,649443,864691136388282999,[361072 139312  16096],2022-06-09 14:30:32.002707,L4,excitatory,4P,38.0,1128.0,24.0,947.0,1
234,392995,864691135739601812,[237440 142304  23298],2022-06-09 14:30:32.002707,L4,excitatory,4P,96.0,1349.0,83.0,1206.0,1
236,194543,864691135341373105,[143936 161008  19530],2022-06-09 14:30:32.002707,L4,excitatory,4P,51.0,3585.0,38.0,3005.0,1
237,490802,864691135526103899,[288672 159376  19539],2022-06-09 14:30:32.002707,L4,excitatory,4P,153.0,1551.0,135.0,1315.0,1
239,423194,864691136736851062,[254096 139792  16243],2022-06-09 14:30:32.002707,L4,excitatory,23P,40.0,2853.0,31.0,2587.0,1
241,423091,864691135619511107,[259168 134592  15609],2022-06-09 14:30:32.002707,L4,excitatory,23P,16.0,1171.0,12.0,1081.0,1
245,555088,864691135373408712,[321216 134576  22429],2022-06-09 14:30:32.002707,L4,excitatory,4P,470.0,2473.0,420.0,2217.0,1
246,327330,864691136777444206,[208512 138608  15336],2022-06-09 14:30:32.002707,L4,excitatory,23P,87.0,2306.0,78.0,2073.0,1
247,333509,864691136577464596,[201840 160720  24826],2022-06-09 14:30:32.002707,L4,excitatory,4P,256.0,4130.0,229.0,3393.0,1
249,455814,864691135155549028,[276320 138736  21417],2022-06-09 14:30:32.002707,L4,excitatory,4P,18.0,2258.0,12.0,1940.0,1
250,611725,864691136700198653,[352176 140688  15986],2022-06-09 14:30:32.002707,L4,excitatory,MC,32.0,2862.0,25.0,2457.0,1
252,424108,864691135474622528,[253920 131680  22556],2022-06-09 14:30:32.002707,L4,excitatory,23P,689.0,3766.0,567.0,3115.0,1
257,113304,864691135494066576,[107552 155136  22186],2022-06-09 14:30:32.002707,L4,excitatory,23P,496.0,1039.0,414.0,925.0,1
258,262385,864691136108767416,[164144 164864  19578],2022-06-09 14:30:32.002707,L4,excitatory,4P,191.0,1390.0,165.0,1240.0,1
260,456390,864691136143363636,[262960 129984  26450],2022-06-09 14:30:32.002707,L4,excitatory,23P,193.0,3996.0,168.0,3467.0,1
261,491069,864691136951573471,[283184 154288  21382],2022-06-09 14:30:32.002707,L4,excitatory,4P,10.0,1449.0,9.0,1249.0,1
265,613308,864691135926335956,[350384 135168  27221],2022-06-09 14:30:32.002707,L4,excitatory,4P,289.0,1740.0,248.0,1524.0,1
266,331434,864691136723463165,[200768 156544  27522],2022-06-09 14:30:32.002707,L4,excitatory,4P,9.0,759.0,9.0,650.0,1
269,262677,864691136286806467,[172432 171008  20481],2022-06-09 14:30:32.002707,L4,excitatory,4P,31.0,1650.0,23.0,1358.0,1
270,189815,864691135476515752,[144208 142064  16149],2022-06-09 14:30:32.002707,L4,excitatory,23P,487.0,6064.0,378.0,4921.0,1
273,331404,864691136723527421,[196336 156352  27377],2022-06-09 14:30:32.002707,L4,excitatory,4P,40.0,1327.0,37.0,1085.0,1
274,393165,864691135488225338,[238112 138128  24516],2022-06-09 14:30:32.002707,L4,excitatory,23P,342.0,3789.0,301.0,3230.0,1
277,557309,864691136226974289,[327104 148112  26959],2022-06-09 14:30:32.002707,L4,excitatory,4P,195.0,2081.0,157.0,1817.0,1
279,392112,864691135212611968,[241424 136464  16735],2022-06-09 14:30:32.002707,L4,excitatory,23P,31.0,4002.0,18.0,3532.0,1
283,194975,864691135132884640,[144912 172928  21746],2022-06-09 14:30:32.002707,L4,excitatory,4P,12.0,1152.0,12.0,993.0,1
285,192700,864691136088970295,[146432 154768  20754],2022-06-09 14:30:32.002707,L4,excitatory,4P,21.0,2179.0,13.0,1916.0,1
288,488574,864691135937360181,[287488 134384  18454],2022-06-09 14:30:32.002707,L4,excitatory,23P,138.0,3477.0,115.0,3170.0,1
289,425798,864691135490225767,[257792 155008  19246],2022-06-09 14:30:32.002707,L4,excitatory,4P,189.0,3267.0,171.0,2786.0,1
296,699946,864691136940658911,[376768 148688  25440],2022-06-09 14:30:32.002707,L4,excitatory,4P,410.0,1240.0,348.0,1061.0,1
299,611021,864691136143352116,[356368 125344  23460],2022-06-09 14:30:32.002707,L4,excitatory,23P,331.0,3858.0,275.0,3358.0,1
300,330635,864691135915167846,[196816 154272  22951],2022-06-09 14:30:32.002707,L4,excitatory,4P,44.0,1868.0,41.0,1618.0,1
305,396638,864691136020279032,[244368 162704  19586],2022-06-09 14:30:32.002707,L4,excitatory,4P,29.0,2043.0,24.0,1737.0,1
307,117362,864691135638960443,[111472 160432  23496],2022-06-09 14:30:32.002707,L4,excitatory,4P,108.0,2109.0,93.0,1723.0,1
310,521888,864691136031701691,[296160 144512  20209],2022-06-09 14:30:32.002707,L4,excitatory,4P,178.0,1483.0,154.0,1293.0,1
315,395170,864691135865581189,[230944 158816  24446],2022-06-09 14:30:32.002707,L4,excitatory,4P,17.0,3164.0,12.0,2647.0,1
321,393862,864691136618409869,[245424 157552  16118],2022-06-09 14:30:32.002707,L4,excitatory,4P,175.0,1023.0,156.0,858.0,1
323,297299,864691136379149269,[195648 146992  26122],2022-06-09 14:30:32.002707,L4,inhibitory,BPC,108.0,2820.0,96.0,2428.0,1
325,700146,864691135909762729,[377600 147792  26938],2022-06-09 14:30:32.002707,L4,excitatory,4P,256.0,906.0,224.0,692.0,1
327,296785,864691135526081883,[190096 148832  22467],2022-06-09 14:30:32.002707,L4,excitatory,4P,15.0,2517.0,11.0,2197.0,1
329,585587,864691135945478659,[343360 148592  18286],2022-06-09 14:30:32.002707,L4,excitatory,4P,39.0,3350.0,26.0,3056.0,1
330,120151,864691136208998332,[104384 178800  19635],2022-06-09 14:30:32.002707,L4,excitatory,4P,471.0,1231.0,413.0,1064.0,1
332,223694,864691135994767786,[157712 143136  16080],2022-06-09 14:30:32.002707,L4,excitatory,23P,277.0,3311.0,252.0,2992.0,1
334,490656,864691135568928390,[288400 149552  18903],2022-06-09 14:30:32.002707,L4,excitatory,4P,338.0,3208.0,297.0,2751.0,1
340,158569,864691135132725408,[117168 171072  16304],2022-06-09 14:30:32.002707,L4,excitatory,4P,142.0,1262.0,125.0,1148.0,1
349,363730,864691136116308132,[217056 147584  22765],2022-06-09 14:30:32.002707,L4,inhibitory,MC,55.0,7335.0,45.0,6273.0,1
350,73756,864691136817727854,[ 91104 173152  18442],2022-06-09 14:30:32.002707,L4,excitatory,4P,12.0,796.0,12.0,719.0,1
351,428483,864691136040991062,[259616 163840  21274],2022-06-09 14:30:32.002707,L4,excitatory,4P,278.0,2035.0,233.0,1759.0,1
352,195398,864691135567719916,[143024 173408  24217],2022-06-09 14:30:32.002707,L4,excitatory,4P,350.0,2340.0,290.0,1918.0,1
353,159645,864691135560479457,[122560 170368  21854],2022-06-09 14:30:32.002707,L4,excitatory,4P,28.0,1968.0,23.0,1699.0,1
357,159175,864691135322948764,[116320 175552  18944],2022-06-09 14:30:32.002707,L4,excitatory,4P,267.0,1818.0,232.0,1532.0,1
358,393951,864691136118431256,[239264 151408  16856],2022-06-09 14:30:32.002707,L4,excitatory,4P,249.0,1860.0,219.0,1619.0,1
359,521393,864691136593051554,[302608 152288  16731],2022-06-09 14:30:32.002707,L4,excitatory,4P,33.0,1238.0,28.0,1100.0,1
361,116852,864691136973704220,[105568 175936  21647],2022-06-09 14:30:32.002707,L4,excitatory,4P,41.0,651.0,35.0,544.0,1
362,753335,864691135012508918,[396544 149600  23915],2022-06-09 14:30:32.002707,L4,inhibitory,MC,7.0,549.0,3.0,468.0,1
363,365112,864691135117789405,[218288 165232  18231],2022-06-09 14:30:32.002707,L4,excitatory,4P,166.0,1271.0,140.0,1140.0,1
364,329924,864691137197141313,[206448 156736  18594],2022-06-09 14:30:32.002707,L4,excitatory,4P,294.0,2861.0,270.0,2455.0,1
366,226864,864691136105589465,[147616 148272  26480],2022-06-09 14:30:32.002707,L4,excitatory,23P,1728.0,2974.0,1439.0,2540.0,1
367,423956,864691135926308820,[248496 140240  21082],2022-06-09 14:30:32.002707,L4,excitatory,4P,606.0,4655.0,524.0,3893.0,1
368,33349,864691135700221307,[ 76032 162512  20268],2022-06-09 14:30:32.002707,L4,excitatory,4P,49.0,332.0,44.0,270.0,1
369,554434,864691136418926743,[314704 138688  17359],2022-06-09 14:30:32.002707,L4,excitatory,4P,153.0,3481.0,125.0,3065.0,1
370,554982,864691135213155896,[316976 135232  21368],2022-06-09 14:30:32.002707,L4,excitatory,4P,377.0,3315.0,329.0,3018.0,1
371,298699,864691135307080774,[191088 163536  19791],2022-06-09 14:30:32.002707,L4,excitatory,4P,421.0,3058.0,368.0,2699.0,1
372,361988,864691136227015761,[225712 134688  25719],2022-06-09 14:30:32.002707,L4,excitatory,23P,754.0,3339.0,648.0,2947.0,1
373,193259,864691135568923526,[138256 151488  25567],2022-06-09 14:30:32.002707,L4,excitatory,4P,263.0,2663.0,226.0,2284.0,1
375,456804,864691135462742334,[264672 149808  16212],2022-06-09 14:30:32.002707,L4,excitatory,4P,102.0,2390.0,91.0,1938.0,1
376,361938,864691136451453695,[215408 140336  26088],2022-06-09 14:30:32.002707,L4,excitatory,23P,317.0,3585.0,279.0,3170.0,1
380,424190,864691135476108456,[249680 139280  23159],2022-06-09 14:30:32.002707,L4,excitatory,23P,378.0,5170.0,332.0,4271.0,1
381,521749,864691136065294488,[300272 158400  19266],2022-06-09 14:30:32.002707,L4,excitatory,4P,14.0,2215.0,10.0,1875.0,1
382,586568,864691135117836765,[342912 147584  26585],2022-06-09 14:30:32.002707,L4,excitatory,4P,474.0,1851.0,405.0,1579.0,1
385,363493,864691135937165828,[215504 148096  21708],2022-06-09 14:30:32.002707,L4,excitatory,4P,473.0,3150.0,410.0,2632.0,1
391,226327,864691136388305783,[159600 153504  22167],2022-06-09 14:30:32.002707,L4,excitatory,4P,81.0,2917.0,71.0,2468.0,1
399,113151,864691136296734747,[ 99904 149872  21644],2022-06-09 14:30:32.002707,L4,excitatory,23P,156.0,963.0,136.0,800.0,1
400,360698,864691135134696217,[217712 143312  16801],2022-06-09 14:30:32.002707,L4,excitatory,23P,145.0,4157.0,130.0,3632.0,1
401,653901,864691137020113006,[367616 140448  26080],2022-06-09 14:30:32.002707,L4,excitatory,4P,251.0,1996.0,217.0,1772.0,1
403,294166,864691135431992818,[192112 137632  18545],2022-06-09 14:30:32.002707,L4,excitatory,23P,709.0,4936.0,610.0,4392.0,1
404,262864,864691135491624543,[167776 166368  22582],2022-06-09 14:30:32.002707,L4,excitatory,4P,581.0,3023.0,490.0,2536.0,1
406,584118,864691135510423248,[341296 133200  22154],2022-06-09 14:30:32.002707,L4,excitatory,4P,273.0,4482.0,232.0,3953.0,1
407,161864,864691136577481748,[129312 176768  19689],2022-06-09 14:30:32.002707,L4,excitatory,4P,294.0,2077.0,264.0,1802.0,1
408,194606,864691135428782896,[136416 173072  19569],2022-06-09 14:30:32.002707,L4,excitatory,4P,74.0,2255.0,52.0,2020.0,1
409,554270,864691136039450622,[317104 138224  16397],2022-06-09 14:30:32.002707,L4,excitatory,4P,137.0,2904.0,114.0,2610.0,1
410,489734,864691136530645110,[284912 142672  27462],2022-06-09 14:30:32.002707,L4,excitatory,4P,4.0,1215.0,4.0,1082.0,1
413,112649,864691135538229874,[113232 153632  18237],2022-06-09 14:30:32.002707,L4,excitatory,23P,135.0,1214.0,115.0,1095.0,1
415,488862,864691135497624083,[289504 143376  20882],2022-06-09 14:30:32.002707,L4,excitatory,4P,35.0,1430.0,32.0,1286.0,1
416,488972,864691135491224415,[280464 136720  21451],2022-06-09 14:30:32.002707,L4,excitatory,23P,92.0,3648.0,82.0,3285.0,1
417,615017,864691135724222379,[349808 147536  25535],2022-06-09 14:30:32.002707,L4,excitatory,4P,319.0,2307.0,271.0,1922.0,1
418,262508,864691135544421928,[174320 167856  19773],2022-06-09 14:30:32.002707,L4,excitatory,4P,229.0,2702.0,191.0,2341.0,1
419,227619,864691135700219515,[156688 160544  18703],2022-06-09 14:30:32.002707,L4,excitatory,4P,46.0,1777.0,39.0,1595.0,1
420,112508,864691135771609339,[108896 150400  17416],2022-06-09 14:30:32.002707,L4,excitatory,4P,250.0,3564.0,213.0,3241.0,1
421,394187,864691135782874675,[233216 143760  18269],2022-06-09 14:30:32.002707,L4,excitatory,4P,44.0,3804.0,38.0,3290.0,1
422,522974,864691136594506146,[306912 144912  27151],2022-06-09 14:30:32.002707,L4,excitatory,4P,10.0,1601.0,7.0,1394.0,1
423,263282,864691135568886150,[176768 166144  24580],2022-06-09 14:30:32.002707,L4,excitatory,4P,234.0,1469.0,199.0,1243.0,1
424,194618,864691135509001993,[138000 170624  19551],2022-06-09 14:30:32.002707,L4,excitatory,4P,488.0,2932.0,414.0,2375.0,1
426,226214,864691135437897458,[154064 144752  21194],2022-06-09 14:30:32.002707,L4,excitatory,23P,267.0,3052.0,231.0,2636.0,1
439,520462,864691135734915988,[300048 134272  22844],2022-06-09 14:30:32.002707,L4,excitatory,23P,629.0,3210.0,508.0,2849.0,1
440,156897,864691136601553361,[121440 152208  18256],2022-06-09 14:30:32.002707,L4,excitatory,4P,194.0,3148.0,171.0,2830.0,1
