,id,pt_root_id,pt_position,timestamp,layer,cell_polarity,subclass,pre_syn_count,post_syn_count,unique_pre_syn_target_count,unique_post_syn_target_count,DOM_labels
1036,699693,864691135945411108,[387968 143744  23186],2022-06-09 14:30:32.002707,L4,excitatory,4P,173.0,2277.0,157.0,1949.0,1
1038,362038,864691135850461383,[219152 140736  26713],2022-06-09 14:30:32.002707,L4,excitatory,23P,589.0,1088.0,503.0,943.0,1
1039,396528,864691136309661274,[243952 165104  19442],2022-06-09 14:30:32.002707,L4,excitatory,4P,78.0,2381.0,63.0,2115.0,1
1040,395369,864691136662236894,[232208 144400  25802],2022-06-09 14:30:32.002707,L4,excitatory,4P,566.0,2618.0,477.0,2201.0,1
1041,554294,864691135617762447,[323904 131152  16427],2022-06-09 14:30:32.002707,L4,excitatory,23P,95.0,2964.0,78.0,2597.0,1
1042,457756,864691135382965995,[269456 143952  22036],2022-06-09 14:30:32.002707,L4,excitatory,4P,65.0,1534.0,55.0,1302.0,1
1043,365949,864691136136885117,[222240 166928  22803],2022-06-09 14:30:32.002707,L4,excitatory,4P,31.0,2844.0,25.0,2464.0,1
1044,653845,864691136296747803,[373136 130112  25664],2022-06-09 14:30:32.002707,L4,excitatory,23P,714.0,2709.0,582.0,2337.0,1
1045,330296,864691136684042614,[201568 154560  21078],2022-06-09 14:30:32.002707,L4,excitatory,4P,36.0,591.0,28.0,518.0,1
1046,227938,864691135593532715,[152896 163968  19591],2022-06-09 14:30:32.002707,L4,excitatory,4P,38.0,1334.0,26.0,1111.0,1
1047,299523,864691135807189789,[182048 168144  25650],2022-06-09 14:30:32.002707,L4,excitatory,23P,57.0,2081.0,48.0,1765.0,1
1048,112227,864691136136624509,[106256 154480  15944],2022-06-09 14:30:32.002707,L4,excitatory,4P,152.0,2676.0,139.0,2309.0,1
1049,365618,864691135274415077,[216656 164400  20624],2022-06-09 14:30:32.002707,L4,excitatory,4P,11.0,1627.0,10.0,1407.0,1
1050,522404,864691136811815283,[305232 150992  21868],2022-06-09 14:30:32.002707,L4,excitatory,4P,14.0,851.0,11.0,756.0,1
1051,297231,864691135104321101,[181968 160032  26016],2022-06-09 14:30:32.002707,L4,inhibitory,BPC,50.0,1900.0,44.0,1540.0,1
1052,113066,864691135307086406,[106352 153920  20878],2022-06-09 14:30:32.002707,L4,excitatory,23P,563.0,1907.0,473.0,1676.0,1
1053,260123,864691136004737482,[168160 158816  19248],2022-06-09 14:30:32.002707,L4,excitatory,4P,987.0,3074.0,867.0,2619.0,1
1054,362390,864691135989811848,[219184 158144  15846],2022-06-09 14:30:32.002707,L4,excitatory,4P,61.0,1425.0,54.0,1260.0,1
1056,112965,864691135058571675,[112176 153072  19710],2022-06-09 14:30:32.002707,L4,excitatory,23P,56.0,3291.0,43.0,2827.0,1
1057,158955,864691135462695581,[124512 173904  17781],2022-06-09 14:30:32.002707,L4,excitatory,4P,139.0,4150.0,127.0,3521.0,1
1058,109303,864691136041081174,[100608 141840  17427],2022-06-09 14:30:32.002707,L4,excitatory,23P,90.0,1608.0,75.0,1457.0,1
1059,260555,864691135502122077,[178240 148752  20455],2022-06-09 14:30:32.002707,L4,excitatory,4P,18.0,1088.0,14.0,939.0,1
1060,521912,864691135212661120,[297632 159488  19616],2022-06-09 14:30:32.002707,L4,excitatory,4P,17.0,2149.0,13.0,1799.0,1
1061,366160,864691135564881495,[221168 165248  24596],2022-06-09 14:30:32.002707,L4,inhibitory,BC,7303.0,11641.0,3697.0,9300.0,1
1062,328876,864691136906618734,[208400 141520  24973],2022-06-09 14:30:32.002707,L4,excitatory,23P,335.0,2720.0,292.0,2326.0,1
1063,612076,864691136687008765,[356272 142944  17230],2022-06-09 14:30:32.002707,L4,excitatory,4P,16.0,1835.0,13.0,1660.0,1
1065,160415,864691135755017938,[125760 164336  26503],2022-06-09 14:30:32.002707,L4,excitatory,4P,96.0,2106.0,79.0,1709.0,1
1066,585095,864691135181775106,[331536 153792  16605],2022-06-09 14:30:32.002707,L4,excitatory,4P,129.0,1988.0,103.0,1792.0,1
1067,263588,864691135552644804,[175968 168288  26960],2022-06-09 14:30:32.002707,L4,excitatory,4P,413.0,2288.0,356.0,1963.0,1
1068,458438,864691135697383189,[262576 154576  26527],2022-06-09 14:30:32.002707,L4,excitatory,4P,324.0,2507.0,281.0,1920.0,1
1069,486513,864691135758550350,[287344 126112  17095],2022-06-09 14:30:32.002707,L4,excitatory,23P,72.0,1672.0,60.0,1544.0,1
1070,557014,864691136534877346,[312496 154016  24579],2022-06-09 14:30:32.002707,L4,excitatory,4P,463.0,3281.0,393.0,2734.0,1
1071,521197,864691135939341825,[297872 148048  16311],2022-06-09 14:30:32.002707,L4,excitatory,4P,84.0,1167.0,74.0,1038.0,1
1072,426105,864691135658321538,[252224 146304  21700],2022-06-09 14:30:32.002707,L4,excitatory,4P,255.0,2346.0,216.0,1876.0,1
1073,297449,864691135516310483,[188544 144544  27410],2022-06-09 14:30:32.002707,L4,excitatory,23P,142.0,2707.0,124.0,2418.0,1
1074,519812,864691135502167133,[301568 142576  18182],2022-06-09 14:30:32.002707,L4,inhibitory,BPC,23.0,2368.0,15.0,2185.0,1
1076,158931,864691136371134600,[120896 167184  17392],2022-06-09 14:30:32.002707,L4,excitatory,4P,128.0,1747.0,111.0,1581.0,1
1078,263310,864691136065279128,[165424 160320  25540],2022-06-09 14:30:32.002707,L4,excitatory,4P,147.0,2063.0,127.0,1660.0,1
1079,331251,864691136482910252,[209184 157072  25791],2022-06-09 14:30:32.002707,L4,excitatory,4P,67.0,1551.0,57.0,1303.0,1
1080,227420,864691135740202091,[157616 171920  16674],2022-06-09 14:30:32.002707,L4,inhibitory,BC,33.0,4669.0,17.0,3787.0,1
1081,584612,864691135873637262,[337920 129344  27327],2022-06-09 14:30:32.002707,L4,excitatory,23P,116.0,2471.0,92.0,2142.0,1
1083,394669,864691135809469900,[232560 147968  21512],2022-06-09 14:30:32.002707,L4,excitatory,4P,25.0,1370.0,23.0,1228.0,1
1088,455003,864691135631565379,[275936 138592  15460],2022-06-09 14:30:32.002707,L4,excitatory,4P,231.0,2342.0,208.0,1947.0,1
1090,363332,864691135968896869,[228016 152928  19835],2022-06-09 14:30:32.002707,L4,excitatory,4P,669.0,1847.0,577.0,1631.0,1
1094,427903,864691136990286229,[250144 160992  18350],2022-06-09 14:30:32.002707,L4,excitatory,4P,101.0,2348.0,95.0,2044.0,1
1095,584207,864691136965986254,[330016 136960  23502],2022-06-09 14:30:32.002707,L4,inhibitory,BC,4904.0,10345.0,2416.0,8503.0,1
1099,425654,864691135122300967,[258528 159712  18655],2022-06-09 14:30:32.002707,L4,excitatory,4P,336.0,1174.0,290.0,1014.0,1
1102,455365,864691135382464474,[270256 138560  18433],2022-06-09 14:30:32.002707,L4,excitatory,23P,362.0,3739.0,310.0,3226.0,1
1103,393438,864691135800134754,[239584 141008  27207],2022-06-09 14:30:32.002707,L4,excitatory,23P,33.0,3325.0,30.0,2849.0,1
1104,156739,864691135462698141,[121200 158560  17523],2022-06-09 14:30:32.002707,L4,excitatory,4P,28.0,2316.0,20.0,2044.0,1
1106,489579,864691135952006947,[289616 140656  25861],2022-06-09 14:30:32.002707,L4,excitatory,4P,405.0,4146.0,354.0,3442.0,1
1110,295240,864691136388248951,[196080 133952  26030],2022-06-09 14:30:32.002707,L4,excitatory,23P,406.0,3993.0,334.0,3538.0,1
1111,331441,864691136911621105,[201968 143968  27579],2022-06-09 14:30:32.002707,L4,excitatory,23P,56.0,1016.0,51.0,891.0,1
1112,613694,864691135542779378,[356208 144432  16307],2022-06-09 14:30:32.002707,L4,excitatory,23P,137.0,2453.0,115.0,2174.0,1
1115,363330,864691135133031840,[228000 145360  19525],2022-06-09 14:30:32.002707,L4,excitatory,4P,504.0,2538.0,438.0,2214.0,1
1116,522354,864691135012424694,[295184 155440  22558],2022-06-09 14:30:32.002707,L4,excitatory,4P,866.0,3147.0,750.0,2680.0,1
1118,583665,864691136567133346,[336240 130400  18087],2022-06-09 14:30:32.002707,L4,excitatory,4P,138.0,4249.0,115.0,3804.0,1
1119,457597,864691134884761594,[275184 144656  20724],2022-06-09 14:30:32.002707,L4,excitatory,4P,173.0,1924.0,155.0,1648.0,1
1120,520569,864691135462764701,[305200 132176  24055],2022-06-09 14:30:32.002707,L4,excitatory,23P,362.0,5491.0,297.0,4587.0,1
1121,226440,864691135472328242,[160688 144016  22879],2022-06-09 14:30:32.002707,L4,excitatory,23P,60.0,4592.0,53.0,3963.0,1
1123,226188,864691136089691473,[149568 155472  21694],2022-06-09 14:30:32.002707,L4,excitatory,4P,110.0,1941.0,96.0,1713.0,1
1125,257737,864691135502347189,[171120 138336  17380],2022-06-09 14:30:32.002707,L4,excitatory,23P,89.0,3686.0,73.0,3340.0,1
1126,454902,864691136906675566,[265568 135696  15388],2022-06-09 14:30:32.002707,L4,excitatory,23P,251.0,968.0,224.0,855.0,1
1128,117134,864691135954098696,[113792 173216  22896],2022-06-09 14:30:32.002707,L4,excitatory,4P,41.0,1193.0,34.0,1020.0,1
1129,425251,864691135382927595,[249248 148704  17160],2022-06-09 14:30:32.002707,L4,excitatory,4P,342.0,2712.0,303.0,2348.0,1
1130,613451,864691135991519169,[357008 134064  27492],2022-06-09 14:30:32.002707,L4,excitatory,4P,83.0,2511.0,70.0,2194.0,1
1133,297348,864691136105449945,[187824 153824  26843],2022-06-09 14:30:32.002707,L4,excitatory,4P,291.0,2078.0,266.0,1754.0,1
1134,226705,864691135233335897,[150848 151664  25261],2022-06-09 14:30:32.002707,L4,inhibitory,NGC,728.0,2892.0,538.0,2413.0,1
1136,192979,864691135385334869,[135888 154976  22612],2022-06-09 14:30:32.002707,L4,excitatory,4P,276.0,5234.0,247.0,4395.0,1
1138,227320,864691135564631895,[159680 167312  15899],2022-06-09 14:30:32.002707,L4,excitatory,4P,130.0,1269.0,102.0,1027.0,1
1140,156732,864691136922917092,[120464 156288  17378],2022-06-09 14:30:32.002707,L4,excitatory,4P,361.0,1795.0,322.0,1569.0,1
1141,586200,864691135291746230,[335920 147920  23475],2022-06-09 14:30:32.002707,L4,excitatory,4P,423.0,2544.0,350.0,2216.0,1
1142,554189,864691135737841044,[321344 140432  15128],2022-06-09 14:30:32.002707,L4,excitatory,4P,146.0,1489.0,130.0,1326.0,1
1146,192772,864691135407540425,[135904 159776  21442],2022-06-09 14:30:32.002707,L4,excitatory,4P,92.0,1266.0,88.0,1075.0,1
1148,74265,864691135937391669,[ 86336 163280  21411],2022-06-09 14:30:32.002707,L4,excitatory,4P,3.0,524.0,2.0,436.0,1
1149,393018,864691135753570509,[241552 132512  23312],2022-06-09 14:30:32.002707,L4,excitatory,23P,2774.0,2231.0,2164.0,1948.0,1
1150,583570,864691135686930144,[340288 142384  17931],2022-06-09 14:30:32.002707,L4,excitatory,4P,334.0,2086.0,290.0,1799.0,1
1153,223696,864691135269678501,[158448 139632  16053],2022-06-09 14:30:32.002707,L4,excitatory,23P,150.0,3399.0,118.0,3067.0,1
1158,456761,864691135292305846,[276112 148064  15182],2022-06-09 14:30:32.002707,L4,excitatory,4P,20.0,1393.0,16.0,1198.0,1
1160,229128,864691135488217914,[162512 170496  27368],2022-06-09 14:30:32.002707,L4,inhibitory,BC,2644.0,2839.0,1221.0,2094.0,1
1162,226831,864691136617564123,[157792 157456  26258],2022-06-09 14:30:32.002707,L4,excitatory,23P,1157.0,2686.0,962.0,2149.0,1
1163,156769,864691136293271959,[124144 155472  17372],2022-06-09 14:30:32.002707,L4,excitatory,4P,59.0,3130.0,47.0,2693.0,1
1164,73496,864691136740425052,[ 83584 163584  16857],2022-06-09 14:30:32.002707,L4,excitatory,4P,6.0,281.0,2.0,237.0,1
1165,297067,864691136100185205,[186256 158336  24424],2022-06-09 14:30:32.002707,L4,excitatory,4P,533.0,1631.0,442.0,1415.0,1
1166,424978,864691136051236083,[260992 157616  15515],2022-06-09 14:30:32.002707,L4,inhibitory,BC,56.0,5561.0,19.0,4529.0,1
1167,365556,864691135373409736,[225216 167776  19812],2022-06-09 14:30:32.002707,L4,excitatory,4P,156.0,1581.0,130.0,1389.0,1
1169,490727,864691135684418231,[281312 152768  19957],2022-06-09 14:30:32.002707,L4,excitatory,4P,712.0,3783.0,578.0,3098.0,1
1170,327704,864691135194381354,[210496 138928  17393],2022-06-09 14:30:32.002707,L4,excitatory,23P,116.0,4009.0,100.0,3600.0,1
1171,195334,864691136226953809,[131360 173152  24637],2022-06-09 14:30:32.002707,L4,excitatory,4P,325.0,2005.0,282.0,1761.0,1
1179,521609,864691136537452706,[296704 150384  18450],2022-06-09 14:30:32.002707,L4,excitatory,4P,145.0,1524.0,131.0,1360.0,1
1186,555166,864691136020281336,[319856 139376  22803],2022-06-09 14:30:32.002707,L4,excitatory,4P,45.0,1746.0,37.0,1486.0,1
1187,262909,864691135538522482,[172752 163920  22153],2022-06-09 14:30:32.002707,L4,inhibitory,BPC,406.0,1277.0,257.0,1177.0,1
1189,553728,864691135734938772,[320112 125856  23606],2022-06-09 14:30:32.002707,L4,excitatory,23P,56.0,3367.0,48.0,2971.0,1
1193,109345,864691136008470188,[106736 136784  17756],2022-06-09 14:30:32.002707,L4,excitatory,23P,34.0,4093.0,27.0,3701.0,1
1194,159685,864691136601815249,[127504 161264  22155],2022-06-09 14:30:32.002707,L4,excitatory,4P,152.0,1869.0,133.0,1606.0,1
1195,392586,864691135730135481,[236320 135408  20167],2022-06-09 14:30:32.002707,L4,excitatory,23P,704.0,3944.0,613.0,3370.0,1
1197,520304,864691135396394529,[310160 140416  21149],2022-06-09 14:30:32.002707,L4,excitatory,4P,195.0,2569.0,165.0,2286.0,1
1198,295677,864691135476108968,[182608 155648  16980],2022-06-09 14:30:32.002707,L4,excitatory,4P,267.0,1547.0,235.0,1360.0,1
1199,158148,864691135909733545,[118752 155264  26615],2022-06-09 14:30:32.002707,L4,excitatory,4P,122.0,1392.0,106.0,1228.0,1
1200,117368,864691135571272997,[112400 175824  23900],2022-06-09 14:30:32.002707,L4,excitatory,4P,14.0,462.0,13.0,407.0,1
1201,156906,864691135858936424,[122704 152256  18381],2022-06-09 14:30:32.002707,L4,excitatory,23P,443.0,1675.0,381.0,1466.0,1
1202,71143,864691135334527209,[ 90528 155488  21480],2022-06-09 14:30:32.002707,L4,excitatory,4P,18.0,437.0,15.0,371.0,1
1203,226040,864691135438015986,[147744 159520  20304],2022-06-09 14:30:32.002707,L4,excitatory,4P,31.0,1172.0,26.0,1057.0,1
1205,488795,864691135385238101,[292928 138720  20160],2022-06-09 14:30:32.002707,L4,excitatory,4P,304.0,2991.0,267.0,2607.0,1
1206,260468,864691137197329985,[178176 152192  20167],2022-06-09 14:30:32.002707,L4,inhibitory,BPC,137.0,2607.0,92.0,2345.0,1
1208,327485,864691134964464415,[203584 133424  16780],2022-06-09 14:30:32.002707,L4,excitatory,23P,204.0,3504.0,173.0,3182.0,1
1209,425867,864691134947683068,[249856 152640  20147],2022-06-09 14:30:32.002707,L4,excitatory,4P,176.0,1677.0,134.0,1372.0,1
1210,333908,864691135394015989,[202544 169200  26206],2022-06-09 14:30:32.002707,L4,excitatory,23P,304.0,2246.0,269.0,1909.0,1
1212,520962,864691135945452324,[296912 140368  27487],2022-06-09 14:30:32.002707,L4,excitatory,4P,157.0,2419.0,125.0,2159.0,1
1213,426557,864691136050855923,[251776 151712  24379],2022-06-09 14:30:32.002707,L4,excitatory,4P,41.0,1808.0,35.0,1520.0,1
1215,488360,864691135968921957,[291904 136512  16874],2022-06-09 14:30:32.002707,L4,excitatory,23P,32.0,2794.0,23.0,2475.0,1
1216,520912,864691136723383037,[306688 140336  26906],2022-06-09 14:30:32.002707,L4,excitatory,4P,63.0,2177.0,55.0,1690.0,1
1220,425256,864691135373685321,[249840 157632  17190],2022-06-09 14:30:32.002707,L4,inhibitory,BC,38.0,4248.0,21.0,3439.0,1
1221,693164,864691135841083875,[377248 125168  25740],2022-06-09 14:30:32.002707,L4,excitatory,23P,57.0,1965.0,45.0,1683.0,1
1222,699501,864691135939334913,[388272 148816  22310],2022-06-09 14:30:32.002707,L4,excitatory,4P,16.0,634.0,10.0,545.0,1
1224,455361,864691135771635963,[269728 142640  18581],2022-06-09 14:30:32.002707,L4,excitatory,4P,45.0,2603.0,36.0,2220.0,1
1225,393113,864691136903458994,[243856 136816  23711],2022-06-09 14:30:32.002707,L4,inhibitory,NGC,25.0,2895.0,21.0,2296.0,1
1226,192139,864691135687228128,[145472 151152  18745],2022-06-09 14:30:32.002707,L4,excitatory,4P,344.0,2451.0,285.0,2014.0,1
1227,112433,864691135367499513,[ 99376 158736  17741],2022-06-09 14:30:32.002707,L4,excitatory,4P,31.0,1161.0,25.0,1052.0,1
1228,583496,864691136312140605,[327872 139344  17796],2022-06-09 14:30:32.002707,L4,inhibitory,BC,1806.0,8220.0,1004.0,7257.0,1
1229,157805,864691135725698367,[127600 146656  23979],2022-06-09 14:30:32.002707,L4,inhibitory,BC,133.0,12598.0,83.0,9946.0,1
1230,360478,864691135660531440,[226624 135584  15345],2022-06-09 14:30:32.002707,L4,excitatory,23P,404.0,1742.0,364.0,1469.0,1
1231,329792,864691135644655599,[211264 146352  17928],2022-06-09 14:30:32.002707,L4,excitatory,4P,320.0,2586.0,280.0,2306.0,1
1234,192729,864691135865491333,[131664 153472  21160],2022-06-09 14:30:32.002707,L4,inhibitory,BC,21.0,5229.0,14.0,4388.0,1
1235,263316,864691134964459807,[165456 175360  25363],2022-06-09 14:30:32.002707,L4,excitatory,4P,120.0,1888.0,105.0,1590.0,1
1236,195535,864691136116518052,[132736 173424  26176],2022-06-09 14:30:32.002707,L4,excitatory,4P,318.0,1756.0,276.0,1497.0,1
1237,70560,864691135780842320,[ 90864 159600  18164],2022-06-09 14:30:32.002707,L4,excitatory,4P,163.0,1659.0,132.0,1463.0,1
1238,225194,864691135393965301,[159440 155760  15531],2022-06-09 14:30:32.002707,L4,excitatory,4P,637.0,1130.0,514.0,1012.0,1
1243,293830,864691136388601616,[187216 137536  16811],2022-06-09 14:30:32.002707,L4,excitatory,23P,89.0,3470.0,68.0,3132.0,1
1246,456437,864691135725670975,[276320 142848  25939],2022-06-09 14:30:32.002707,L4,excitatory,4P,711.0,3454.0,617.0,2829.0,1
1247,555286,864691136002345930,[313152 131808  24490],2022-06-09 14:30:32.002707,L4,excitatory,23P,325.0,5825.0,282.0,5039.0,1
1249,228331,864691136361486562,[153552 164464  21943],2022-06-09 14:30:32.002707,L4,excitatory,4P,12.0,1685.0,9.0,1472.0,1
1251,116977,864691136286541507,[106576 172000  22192],2022-06-09 14:30:32.002707,L4,excitatory,4P,18.0,719.0,14.0,606.0,1
1252,261224,864691136601563857,[166592 159696  26447],2022-06-09 14:30:32.002707,L4,excitatory,4P,22.0,815.0,19.0,695.0,1
1253,426145,864691135210435520,[259504 155344  21366],2022-06-09 14:30:32.002707,L4,excitatory,4P,231.0,1425.0,202.0,1172.0,1
1254,226820,864691135207864953,[156128 152640  25835],2022-06-09 14:30:32.002707,L4,inhibitory,MC,2003.0,5037.0,1191.0,4188.0,1
1256,70544,864691135538113906,[ 89376 144800  18490],2022-06-09 14:30:32.002707,L4,excitatory,23P,107.0,1762.0,99.0,1650.0,1
1258,262367,864691135987115267,[178992 162304  19431],2022-06-09 14:30:32.002707,L4,excitatory,4P,315.0,3532.0,275.0,3071.0,1
1261,362918,864691134964456991,[217232 158320  19467],2022-06-09 14:30:32.002707,L4,excitatory,4P,146.0,2155.0,126.0,1883.0,1
1266,456132,864691136194072534,[268944 131840  24493],2022-06-09 14:30:32.002707,L4,excitatory,23P,117.0,1777.0,101.0,1502.0,1
1267,70529,864691136108725176,[ 85072 153136  18242],2022-06-09 14:30:32.002707,L4,excitatory,23P,10.0,497.0,6.0,440.0,1
1269,397269,864691135385549397,[238368 165360  24575],2022-06-09 14:30:32.002707,L4,excitatory,NGC,1438.0,4756.0,1125.0,3633.0,1
1270,519485,864691135841379043,[302096 133488  15908],2022-06-09 14:30:32.002707,L4,excitatory,23P,26.0,3101.0,14.0,2859.0,1
1271,613024,864691135207786873,[359376 133280  24357],2022-06-09 14:30:32.002707,L4,excitatory,4P,163.0,4213.0,142.0,3608.0,1
1273,523030,864691135948733130,[303104 149504  27443],2022-06-09 14:30:32.002707,L4,excitatory,4P,14.0,1864.0,9.0,1596.0,1
1274,456097,864691135373388744,[262336 131552  24348],2022-06-09 14:30:32.002707,L4,excitatory,23P,12.0,1401.0,10.0,1222.0,1
1275,520932,864691136023776569,[310144 133008  27186],2022-06-09 14:30:32.002707,L4,excitatory,23P,272.0,5525.0,227.0,4775.0,1
1276,260986,864691136486761490,[169920 147712  24869],2022-06-09 14:30:32.002707,L4,excitatory,23P,38.0,3318.0,29.0,2907.0,1
1280,298548,864691135012882582,[189296 163648  19149],2022-06-09 14:30:32.002707,L4,excitatory,4P,27.0,1361.0,22.0,1198.0,1
1281,458480,864691135593872939,[269328 148096  27201],2022-06-09 14:30:32.002707,L4,excitatory,4P,446.0,1855.0,374.0,1553.0,1
1282,455347,864691135918622128,[263840 136416  18097],2022-06-09 14:30:32.002707,L4,excitatory,23P,249.0,2408.0,221.0,2050.0,1
1283,392195,864691135939368961,[236768 133856  17409],2022-06-09 14:30:32.002707,L4,excitatory,23P,99.0,4101.0,87.0,3537.0,1
1286,362002,864691135815440719,[213232 139248  26894],2022-06-09 14:30:32.002707,L4,excitatory,23P,273.0,4053.0,247.0,3494.0,1
1292,193525,864691135396740385,[142928 157200  26650],2022-06-09 14:30:32.002707,L4,excitatory,4P,64.0,2157.0,56.0,1848.0,1
1293,160068,864691135699530274,[123088 163776  24870],2022-06-09 14:30:32.002707,L4,excitatory,4P,157.0,2734.0,133.0,2291.0,1
1297,332722,864691135454052970,[197040 171696  20185],2022-06-09 14:30:32.002707,L4,excitatory,4P,69.0,2105.0,59.0,1840.0,1
1298,70876,864691135730550201,[ 91344 147312  20140],2022-06-09 14:30:32.002707,L4,excitatory,23P,72.0,1947.0,62.0,1654.0,1
1299,428257,864691136031654843,[260688 160672  19944],2022-06-09 14:30:32.002707,L4,excitatory,4P,659.0,1807.0,583.0,1570.0,1
1301,193599,864691135501845853,[138736 157440  27585],2022-06-09 14:30:32.002707,L4,excitatory,23P,367.0,1093.0,284.0,945.0,1
1303,295587,864691136486765074,[186800 154560  16187],2022-06-09 14:30:32.002707,L4,excitatory,4P,44.0,1067.0,37.0,956.0,1
1304,696162,864691137019571566,[382144 128896  25775],2022-06-09 14:30:32.002707,L4,excitatory,4P,605.0,967.0,507.0,853.0,1
1305,489675,864691135440543560,[290592 135408  26950],2022-06-09 14:30:32.002707,L4,excitatory,23P,599.0,1921.0,512.0,1655.0,1
1306,423092,864691136266723572,[258976 138704  15527],2022-06-09 14:30:32.002707,L4,excitatory,23P,18.0,816.0,13.0,733.0,1
1307,522622,864691136124151334,[308304 147392  23670],2022-06-09 14:30:32.002707,L4,excitatory,4P,173.0,2028.0,141.0,1800.0,1
1308,195226,864691135570717421,[131904 161696  23552],2022-06-09 14:30:32.002707,L4,excitatory,4P,707.0,4230.0,587.0,3281.0,1
1309,520010,864691135345127327,[301872 143328  19746],2022-06-09 14:30:32.002707,L4,excitatory,4P,73.0,1643.0,62.0,1478.0,1
1310,613237,864691135999360163,[355312 143376  25856],2022-06-09 14:30:32.002707,L4,excitatory,4P,284.0,3388.0,252.0,2863.0,1
1311,611731,864691135464978116,[353824 131312  16449],2022-06-09 14:30:32.002707,L4,excitatory,4P,150.0,4514.0,118.0,4091.0,1
1312,555501,864691135660511984,[326272 134480  25764],2022-06-09 14:30:32.002707,L4,excitatory,4P,374.0,2024.0,329.0,1784.0,1
1313,157244,864691136775045742,[121232 152896  21047],2022-06-09 14:30:32.002707,L4,excitatory,4P,170.0,1307.0,147.0,1163.0,1
1314,330866,864691136966100942,[197104 154992  24517],2022-06-09 14:30:32.002707,L4,inhibitory,MC,2276.0,5521.0,1721.0,4620.0,1
1323,363372,864691136486806290,[221248 144672  20808],2022-06-09 14:30:32.002707,L4,excitatory,4P,63.0,1786.0,55.0,1617.0,1
1325,653796,864691136333824947,[376480 131888  24806],2022-06-09 14:30:32.002707,L4,excitatory,4P,31.0,2005.0,24.0,1785.0,1
1326,299146,864691137019961198,[184400 163104  22770],2022-06-09 14:30:32.002707,L4,excitatory,4P,426.0,1624.0,331.0,1400.0,1
1327,161569,864691136390664319,[128400 177632  18025],2022-06-09 14:30:32.002707,L4,inhibitory,4P,184.0,2285.0,167.0,1911.0,1
1328,191939,864691136296983323,[142912 159104  17818],2022-06-09 14:30:32.002707,L4,inhibitory,MC,76.0,7417.0,50.0,6276.0,1
1329,330723,864691136618398093,[209408 152160  23344],2022-06-09 14:30:32.002707,L4,excitatory,4P,141.0,3613.0,129.0,3118.0,1
1330,112973,864691136065249176,[112848 156032  19833],2022-06-09 14:30:32.002707,L4,excitatory,4P,148.0,1487.0,134.0,1286.0,1
1331,226452,864691135815455055,[163504 149136  22771],2022-06-09 14:30:32.002707,L4,excitatory,4P,691.0,2383.0,596.0,2029.0,1
1333,260150,864691135740253547,[172224 152080  18958],2022-06-09 14:30:32.002707,L4,excitatory,4P,295.0,3303.0,251.0,2894.0,1
1334,422894,864691135122318375,[259728 125520  26775],2022-06-09 14:30:32.002707,L4,excitatory,23P,174.0,2591.0,147.0,2179.0,1
1338,394733,864691135753737933,[235440 159920  21196],2022-06-09 14:30:32.002707,L4,excitatory,4P,180.0,3125.0,151.0,2700.0,1
1339,296688,864691135776885088,[193584 145072  21575],2022-06-09 14:30:32.002707,L4,excitatory,23P,19.0,2199.0,16.0,1990.0,1
1340,260966,864691135385340501,[166816 145408  24883],2022-06-09 14:30:32.002707,L4,excitatory,23P,260.0,2165.0,237.0,1865.0,1
1342,115981,864691134988463738,[106048 165920  16703],2022-06-09 14:30:32.002707,L4,excitatory,4P,157.0,1095.0,138.0,970.0,1
1343,455643,864691135440888648,[278304 129568  19945],2022-06-09 14:30:32.002707,L4,excitatory,23P,189.0,5147.0,161.0,4508.0,1
1350,195254,864691135809423820,[136496 166640  23419],2022-06-09 14:30:32.002707,L4,excitatory,4P,137.0,2445.0,121.0,2090.0,1
1352,226299,864691135915559526,[154224 146352  22431],2022-06-09 14:30:32.002707,L4,excitatory,4P,365.0,3487.0,316.0,2895.0,1
1353,260923,864691135697756949,[175200 150544  23573],2022-06-09 14:30:32.002707,L4,excitatory,4P,172.0,3530.0,142.0,2873.0,1
1356,424253,864691135739620500,[261952 134512  23223],2022-06-09 14:30:32.002707,L4,excitatory,23P,95.0,5574.0,62.0,4568.0,1
1358,226587,864691136922717668,[162976 157856  23478],2022-06-09 14:30:32.002707,L4,excitatory,4P,8.0,1000.0,6.0,843.0,1
1359,423614,864691135354921167,[249680 138560  18817],2022-06-09 14:30:32.002707,L4,excitatory,23P,87.0,2470.0,72.0,2205.0,1
1364,488595,864691136008827820,[293248 135136  18010],2022-06-09 14:30:32.002707,L4,excitatory,4P,143.0,5233.0,118.0,4739.0,1
1365,583950,864691135948548810,[336048 134672  20966],2022-06-09 14:30:32.002707,L4,inhibitory,MC,2492.0,3169.0,1675.0,2767.0,1
1366,330730,864691135754541010,[211408 151648  22776],2022-06-09 14:30:32.002707,L4,excitatory,4P,315.0,2356.0,273.0,2013.0,1
1367,260533,864691136388938256,[174272 159248  20540],2022-06-09 14:30:32.002707,L4,excitatory,4P,66.0,1241.0,61.0,1125.0,1
1368,490985,864691135658937667,[290016 157584  20883],2022-06-09 14:30:32.002707,L4,excitatory,23P,160.0,2993.0,133.0,2583.0,1
1372,73795,864691135269778597,[ 96432 170944  18675],2022-06-09 14:30:32.002707,L4,excitatory,4P,35.0,1617.0,27.0,1464.0,1
