,id,pt_root_id,pt_position,timestamp,layer,cell_polarity,subclass,pre_syn_count,post_syn_count,unique_pre_syn_target_count,unique_post_syn_target_count,DONE_labels
23,73445,864691135437360882,[ 95008 176048  16148],2022-06-09 14:30:32.002707,L5,inhibitory,MC,270.0,3364.0,241.0,2953.0,1
24,462627,864691136913511534,[274128 191568  25437],2022-06-09 14:30:32.002707,L5,excitatory,5P-PT,616.0,6760.0,465.0,5530.0,1
25,427965,864691135501761522,[259968 173136  18010],2022-06-09 14:30:32.002707,L5,inhibitory,MC,57.0,1850.0,43.0,1671.0,1
26,365297,864691135953747720,[218784 170608  19220],2022-06-09 14:30:32.002707,L5,excitatory,4P,168.0,1398.0,151.0,1236.0,1
30,232284,864691135570700525,[153616 199760  19274],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,33.0,1793.0,19.0,1627.0,1
32,398306,864691136965779150,[239760 182240  17320],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,271.0,2813.0,226.0,2461.0,1
34,524091,864691135341048261,[297024 161136  16435],2022-06-09 14:30:32.002707,L5,excitatory,4P,118.0,1187.0,102.0,1015.0,1
36,432160,864691135210013120,[252352 208880  19922],2022-06-09 14:30:32.002707,L5,excitatory,6P-IT,584.0,2823.0,492.0,2428.0,1
46,119675,864691135585421508,[111712 182000  17201],2022-06-09 14:30:32.002707,L5,inhibitory,NGC,161.0,3674.0,136.0,3247.0,1
59,199398,864691136090905780,[145424 196160  22116],2022-06-09 14:30:32.002707,L5,inhibitory,5P-IT,226.0,1884.0,206.0,1707.0,1
73,521683,864691135560510433,[306768 158944  18247],2022-06-09 14:30:32.002707,L5,excitatory,4P,402.0,1717.0,354.0,1539.0,1
77,266088,864691135700572539,[172080 201312  16162],2022-06-09 14:30:32.002707,L5,inhibitory,MC,1040.0,4411.0,800.0,3761.0,1
82,459359,864691135771776763,[274688 175728  19218],2022-06-09 14:30:32.002707,L5,inhibitory,BC,44.0,2540.0,35.0,2235.0,1
97,703973,864691136004748746,[387760 168064  27290],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,264.0,1784.0,221.0,1480.0,1
132,230782,864691135953792776,[158624 181952  23490],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,581.0,2862.0,495.0,2452.0,1
138,261551,864691135491221188,[165392 176192  15929],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,293.0,2405.0,253.0,2096.0,1
142,337742,864691137196928321,[196768 202000  21356],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,139.0,1985.0,112.0,1737.0,1
143,199475,864691135307078470,[141088 198608  23277],2022-06-09 14:30:32.002707,L5,excitatory,5P-NP,567.0,991.0,506.0,942.0,1
144,333216,864691135544413736,[212432 174112  22385],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,968.0,4048.0,796.0,3464.0,1
158,458950,864691135925525262,[275088 162544  16599],2022-06-09 14:30:32.002707,L5,excitatory,4P,17.0,2142.0,11.0,1849.0,1
161,402155,864691135396578337,[237664 196640  25822],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,11.0,2744.0,6.0,2410.0,1
163,120311,864691136273261246,[113248 182240  20993],2022-06-09 14:30:32.002707,L5,excitatory,23P,255.0,1063.0,212.0,940.0,1
165,615440,864691135679772914,[346592 161392  15371],2022-06-09 14:30:32.002707,L5,inhibitory,BPC,16.0,4316.0,8.0,3921.0,1
167,527871,864691135474648128,[297632 179792  25845],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,600.0,3507.0,518.0,3011.0,1
171,428289,864691135490569703,[249696 166352  20791],2022-06-09 14:30:32.002707,L5,excitatory,4P,900.0,1839.0,778.0,1587.0,1
173,587527,864691135538418290,[332368 176176  21118],2022-06-09 14:30:32.002707,L5,excitatory,MC,22.0,3864.0,16.0,3548.0,1
177,227538,864691135527484100,[157440 175952  17707],2022-06-09 14:30:32.002707,L5,excitatory,4P,532.0,2450.0,456.0,2015.0,1
181,366658,864691136618651533,[224320 182096  15342],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,109.0,1173.0,80.0,1067.0,1
183,264537,864691135815726927,[179968 188640  19262],2022-06-09 14:30:32.002707,L5,inhibitory,BC,3376.0,11654.0,2156.0,9709.0,1
185,556275,864691135939971238,[314912 157072  19216],2022-06-09 14:30:32.002707,L5,inhibitory,BC,2721.0,8627.0,1641.0,7309.0,1
187,560559,864691135999955146,[314432 181632  19677],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,113.0,2603.0,92.0,2382.0,1
189,165107,864691135753973709,[123232 204640  22698],2022-06-09 14:30:32.002707,L5,excitatory,5P-PT,186.0,8922.0,153.0,7055.0,1
190,614685,864691136688467965,[359216 152096  21954],2022-06-09 14:30:32.002707,L5,excitatory,4P,6.0,1056.0,4.0,925.0,1
193,199895,864691135373811912,[132672 201104  26973],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,149.0,4949.0,112.0,3982.0,1
194,460592,864691135581943661,[269328 171184  26731],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,141.0,2993.0,123.0,2489.0,1
195,460914,864691135358853208,[277152 179152  15153],2022-06-09 14:30:32.002707,L5,excitatory,4P,32.0,1419.0,21.0,1185.0,1
197,490439,864691136084053612,[292352 158944  17274],2022-06-09 14:30:32.002707,L5,inhibitory,BC,3005.0,6115.0,1591.0,4805.0,1
198,560781,864691136004370122,[321760 176848  21697],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,476.0,4111.0,403.0,3680.0,1
204,302655,864691136237734204,[189792 207616  18986],2022-06-09 14:30:32.002707,L5,excitatory,5P-PT,199.0,6763.0,162.0,5709.0,1
208,559098,864691136534850210,[311280 162016  24045],2022-06-09 14:30:32.002707,L5,excitatory,4P,207.0,3345.0,165.0,2865.0,1
209,656722,864691136311755837,[360736 158880  19900],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,94.0,1573.0,81.0,1385.0,1
210,196745,864691135415898554,[136048 178384  18911],2022-06-09 14:30:32.002707,L5,excitatory,4P,81.0,2109.0,69.0,1805.0,1
211,399758,864691135468167250,[244800 186832  25805],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,192.0,2512.0,163.0,2127.0,1
212,526840,864691135909754281,[304832 179168  18807],2022-06-09 14:30:32.002707,L5,excitatory,5P-NP,81.0,1188.0,72.0,1111.0,1
213,497782,864691135653677508,[287632 200080  26441],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,72.0,2395.0,60.0,2172.0,1
215,615008,864691135644605423,[348112 155168  25316],2022-06-09 14:30:32.002707,L5,excitatory,4P,367.0,2048.0,315.0,1752.0,1
216,428606,864691135799946594,[245616 170416  23217],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,99.0,3552.0,86.0,2917.0,1
217,559126,864691135975685443,[315472 166560  23506],2022-06-09 14:30:32.002707,L5,excitatory,MC,56.0,4792.0,44.0,4176.0,1
218,497132,864691134917713930,[283520 198416  21680],2022-06-09 14:30:32.002707,L5,inhibitory,BC,1093.0,6260.0,724.0,5641.0,1
222,707297,864691135991505345,[377056 184480  24194],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,320.0,2680.0,270.0,2400.0,1
229,366164,864691135992279688,[221712 172256  24347],2022-06-09 14:30:32.002707,L5,excitatory,4P,44.0,2665.0,36.0,2184.0,1
231,77221,864691135660477936,[ 97008 182832  21117],2022-06-09 14:30:32.002707,L5,excitatory,4P,7.0,420.0,3.0,380.0,1
233,493502,864691136577957908,[288336 173936  23193],2022-06-09 14:30:32.002707,L5,inhibitory,BC,3785.0,10299.0,2290.0,8480.0,1
235,432233,864691135571302949,[261872 206512  19651],2022-06-09 14:30:32.002707,L5,excitatory,6P-CT,98.0,2486.0,81.0,2261.0,1
238,79541,864691136617141211,[ 82800 198672  19850],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,38.0,1429.0,27.0,1181.0,1
242,266274,864691135474744640,[174112 195376  16824],2022-06-09 14:30:32.002707,L5,inhibitory,BC,50.0,2875.0,20.0,2456.0,1
243,614824,864691135341039557,[349904 153600  23715],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,174.0,3812.0,147.0,3331.0,1
251,493860,864691135937582852,[284256 174096  25517],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,298.0,4711.0,257.0,4093.0,1
253,196991,864691136056693464,[145376 178912  19607],2022-06-09 14:30:32.002707,L5,excitatory,4P,250.0,2647.0,224.0,2291.0,1
262,430852,864691134964643871,[260864 176320  23117],2022-06-09 14:30:32.002707,L5,excitatory,NGC,217.0,2881.0,194.0,2359.0,1
265,494901,864691135688340884,[288544 188784  19107],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,113.0,4844.0,98.0,4398.0,1
267,614688,864691136215562942,[359472 153856  22617],2022-06-09 14:30:32.002707,L5,excitatory,4P,53.0,3366.0,44.0,2854.0,1
268,558398,864691135472016434,[316208 169168  17403],2022-06-09 14:30:32.002707,L5,excitatory,NGC,293.0,2544.0,255.0,2221.0,1
274,300576,864691135937792309,[192720 178896  18544],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,162.0,4375.0,132.0,3850.0,1
275,555780,864691135508703241,[311712 159648  16288],2022-06-09 14:30:32.002707,L5,inhibitory,BC,38.0,8424.0,15.0,7574.0,1
276,496800,864691135135116313,[285600 196688  19642],2022-06-09 14:30:32.002707,L5,excitatory,5P-PT,370.0,7201.0,312.0,6290.0,1
280,334644,864691136105461209,[197968 176416  17697],2022-06-09 14:30:32.002707,L5,excitatory,NGC,366.0,3881.0,328.0,3383.0,1
284,588107,864691135479573700,[338096 165216  26979],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,45.0,3029.0,30.0,2631.0,1
285,201617,864691136010891427,[142912 217744  23859],2022-06-09 14:30:32.002707,L5,excitatory,6P-IT,150.0,2951.0,119.0,2526.0,1
286,303463,864691136789552238,[196272 207312  24633],2022-06-09 14:30:32.002707,L5,excitatory,MC,918.0,3588.0,708.0,3094.0,1
287,365523,864691135490822119,[222304 172896  19659],2022-06-09 14:30:32.002707,L5,inhibitory,BC,5233.0,12034.0,3217.0,10162.0,1
292,230235,864691135644559855,[162672 177088  19574],2022-06-09 14:30:32.002707,L5,excitatory,4P,94.0,1254.0,77.0,1122.0,1
293,659286,864691136236916239,[375408 153504  25810],2022-06-09 14:30:32.002707,L5,excitatory,4P,59.0,3330.0,44.0,2837.0,1
294,399645,864691135341071301,[233200 177856  25094],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,66.0,2821.0,57.0,2474.0,1
295,369718,864691136008650668,[226960 207936  19934],2022-06-09 14:30:32.002707,L5,excitatory,5P-PT,257.0,10140.0,199.0,8558.0,1
299,119358,864691135939643302,[114208 186640  15395],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,42.0,1852.0,35.0,1572.0,1
300,524370,864691135474659136,[302816 165200  17030],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,318.0,3344.0,261.0,2963.0,1
301,462621,864691135278216097,[271376 179648  25316],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,317.0,3015.0,275.0,2606.0,1
307,76965,864691135593521963,[ 83392 179840  20822],2022-06-09 14:30:32.002707,L5,excitatory,4P,14.0,339.0,12.0,283.0,1
308,162255,864691137053650038,[130464 177696  22126],2022-06-09 14:30:32.002707,L5,excitatory,4P,42.0,1628.0,38.0,1369.0,1
309,587589,864691135617768079,[332240 161568  21982],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,165.0,3526.0,130.0,3076.0,1
311,559175,864691135815480143,[326960 161712  23370],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,54.0,2954.0,44.0,2620.0,1
317,666185,864691135501829725,[376880 186672  22150],2022-06-09 14:30:32.002707,L5,inhibitory,5P-PT,163.0,4833.0,118.0,4142.0,1
320,587656,864691135462787902,[340848 173824  22225],2022-06-09 14:30:32.002707,L5,inhibitory,BC,30.0,4096.0,19.0,3637.0,1
322,558701,864691135809464268,[322448 165248  19510],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,26.0,2177.0,20.0,1948.0,1
326,430572,864691135683401714,[250528 191424  21238],2022-06-09 14:30:32.002707,L5,excitatory,5P-PT,672.0,9596.0,535.0,7987.0,1
328,589009,864691136723381501,[330976 182912  20656],2022-06-09 14:30:32.002707,L5,excitatory,5P-PT,145.0,3549.0,122.0,3204.0,1
332,233215,864691135272249105,[161856 203520  26040],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,531.0,2141.0,440.0,1850.0,1
335,78695,864691136816677998,[ 93680 205088  15762],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,27.0,857.0,19.0,742.0,1
336,336190,864691135909867433,[213088 177760  25297],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,116.0,3000.0,100.0,2596.0,1
337,428592,864691136004728522,[260256 175424  21937],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,47.0,2682.0,36.0,2323.0,1
339,459994,864691135782408499,[268928 172944  23384],2022-06-09 14:30:32.002707,L5,inhibitory,BPC,56.0,3035.0,46.0,2569.0,1
340,429669,864691135855688238,[255008 186896  16121],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,46.0,1906.0,33.0,1673.0,1
349,398963,864691136922888420,[234576 176992  19703],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,184.0,2606.0,164.0,2194.0,1
352,527833,864691135684057492,[306224 183136  25524],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,31.0,2201.0,25.0,1977.0,1
359,460391,864691135508879113,[278352 169248  25233],2022-06-09 14:30:32.002707,L5,excitatory,5P-PT,938.0,5941.0,842.0,5032.0,1
364,397877,864691136839137134,[236032 177904  16443],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,390.0,1836.0,332.0,1641.0,1
369,492637,864691136436830110,[288784 175920  17443],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,131.0,3306.0,115.0,2911.0,1
371,301674,864691136990198677,[191392 192112  25851],2022-06-09 14:30:32.002707,L5,inhibitory,MC,494.0,3284.0,410.0,2906.0,1
378,334744,864691136444181379,[208736 187472  17386],2022-06-09 14:30:32.002707,L5,inhibitory,5P-PT,665.0,10418.0,537.0,8621.0,1
379,493647,864691135366996985,[286304 164608  23480],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,123.0,3324.0,107.0,2784.0,1
382,429005,864691135785266628,[253776 170784  25649],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,160.0,3465.0,147.0,2835.0,1
385,459469,864691136907208046,[275936 168064  19918],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,444.0,3071.0,403.0,2605.0,1
392,495405,864691135588990450,[281680 176736  22208],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,65.0,2301.0,57.0,1991.0,1
396,492773,864691135428849456,[280384 174144  19205],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,313.0,4167.0,239.0,3700.0,1
403,430371,864691136553801890,[255488 191296  19872],2022-06-09 14:30:32.002707,L5,excitatory,5P-PT,513.0,7116.0,442.0,6399.0,1
411,198922,864691135937345845,[139904 194720  19456],2022-06-09 14:30:32.002707,L5,inhibitory,BPC,412.0,2831.0,341.0,2513.0,1
412,618548,864691136273690125,[347008 185232  25636],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,26.0,4274.0,17.0,3753.0,1
415,263912,864691136723316477,[173584 178496  16124],2022-06-09 14:30:32.002707,L5,inhibitory,MC,652.0,1662.0,389.0,1480.0,1
419,230054,864691135785632964,[161088 179296  19523],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,386.0,3259.0,323.0,2638.0,1
423,232556,864691135012534774,[154304 196064  21043],2022-06-09 14:30:32.002707,L5,inhibitory,BC,23.0,3617.0,13.0,3260.0,1
426,495513,864691136194519784,[280832 180864  22698],2022-06-09 14:30:32.002707,L5,excitatory,5P-NP,677.0,838.0,546.0,806.0,1
430,232292,864691135873746574,[155296 200176  19537],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,127.0,3940.0,100.0,3567.0,1
431,261625,864691135490561383,[173296 170352  15802],2022-06-09 14:30:32.002707,L5,excitatory,4P,625.0,1465.0,534.0,1211.0,1
432,368355,864691135571171309,[216960 185872  24153],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,640.0,4520.0,576.0,3894.0,1
436,558703,864691135589953803,[323136 166944  19070],2022-06-09 14:30:32.002707,L5,excitatory,NGC,245.0,3785.0,220.0,3335.0,1
438,197522,864691135490159556,[142592 188352  24124],2022-06-09 14:30:32.002707,L5,inhibitory,MC,10590.0,7893.0,6171.0,6053.0,1
441,338058,864691135762022198,[202736 193760  23761],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,744.0,2283.0,624.0,2001.0,1
442,659093,864691136617147611,[369184 157680  24362],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,165.0,3536.0,144.0,3128.0,1
444,365216,864691135699392290,[227568 168384  18116],2022-06-09 14:30:32.002707,L5,excitatory,4P,229.0,2604.0,206.0,2259.0,1
447,494320,864691135748951849,[286096 187936  15733],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,362.0,2218.0,295.0,1987.0,1
448,492460,864691136208996796,[286352 172336  16927],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,302.0,3268.0,262.0,2798.0,1
450,165695,864691135467538828,[129328 204560  26973],2022-06-09 14:30:32.002707,L5,inhibitory,BC,939.0,2616.0,667.0,2070.0,1
454,266219,864691135360164167,[165648 200080  16455],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,96.0,1826.0,70.0,1692.0,1
456,526490,864691135210069696,[308608 190576  17854],2022-06-09 14:30:32.002707,L5,inhibitory,MC,137.0,3378.0,73.0,2845.0,1
458,462269,864691135496786162,[266592 178560  23675],2022-06-09 14:30:32.002707,L5,inhibitory,BC,7001.0,6129.0,3338.0,4984.0,1
462,559099,864691135737643924,[311248 170000  23756],2022-06-09 14:30:32.002707,L5,inhibitory,MC,4289.0,6313.0,2213.0,5249.0,1
463,399444,864691135440494408,[231648 183152  23657],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,799.0,2011.0,678.0,1707.0,1
464,527925,864691135571287333,[310560 190384  25845],2022-06-09 14:30:32.002707,L5,inhibitory,BC,1416.0,6391.0,724.0,5632.0,1
465,589561,864691135660483824,[341408 178016  25815],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,267.0,3094.0,223.0,2703.0,1
467,164533,864691136723458301,[121392 193744  19157],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,223.0,1522.0,197.0,1350.0,1
469,524489,864691135617757583,[302896 160224  17736],2022-06-09 14:30:32.002707,L5,excitatory,4P,37.0,1756.0,28.0,1557.0,1
470,432323,864691135799776098,[253280 203344  20777],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,106.0,3449.0,89.0,3120.0,1
472,558041,864691135366997753,[317216 163088  15485],2022-06-09 14:30:32.002707,L5,excitatory,NGC,344.0,2750.0,292.0,2383.0,1
480,494509,864691136766028910,[280688 184560  17504],2022-06-09 14:30:32.002707,L5,inhibitory,MC,176.0,4771.0,148.0,4439.0,1
481,531227,864691136266754548,[307616 193136  23952],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,68.0,3974.0,52.0,3547.0,1
482,119446,864691135657840258,[109984 180032  15784],2022-06-09 14:30:32.002707,L5,inhibitory,MC,8.0,1271.0,6.0,1104.0,1
489,524732,864691135494022800,[307808 173888  19031],2022-06-09 14:30:32.002707,L5,excitatory,NGC,106.0,3726.0,81.0,3355.0,1
492,427373,864691135918322096,[248784 166016  16002],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,130.0,2070.0,113.0,1789.0,1
493,264792,864691135416083642,[172240 181184  20446],2022-06-09 14:30:32.002707,L5,inhibitory,MC,2271.0,5153.0,1508.0,4541.0,1
495,431875,864691135345263263,[254224 205776  18637],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,33.0,1911.0,22.0,1708.0,1
496,299366,864691136039429630,[195792 172736  23548],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,304.0,2733.0,269.0,2350.0,1
497,666514,864691136266425332,[367888 190160  26104],2022-06-09 14:30:32.002707,L5,inhibitory,BC,355.0,3299.0,227.0,2715.0,1
498,396642,864691135807203869,[244880 166800  19612],2022-06-09 14:30:32.002707,L5,excitatory,4P,367.0,1604.0,320.0,1381.0,1
502,491575,864691136312199229,[288400 157888  24688],2022-06-09 14:30:32.002707,L5,excitatory,4P,94.0,2130.0,81.0,1636.0,1
503,370016,864691136602204625,[215120 196848  22442],2022-06-09 14:30:32.002707,L5,excitatory,5P-PT,631.0,9397.0,534.0,7834.0,1
504,167808,864691135134650905,[129056 210928  25857],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,150.0,1072.0,131.0,921.0,1
507,163984,864691135946627681,[123952 196624  16222],2022-06-09 14:30:32.002707,L5,excitatory,5P-PT,404.0,6525.0,351.0,5691.0,1
508,397557,864691136056336344,[241856 171200  27148],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,280.0,1803.0,243.0,1531.0,1
510,707197,864691136175087110,[385824 177984  23310],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,159.0,6465.0,121.0,5386.0,1
517,366422,864691136723966717,[215872 173840  27123],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,17.0,2459.0,14.0,2085.0,1
519,494533,864691136573683618,[284992 185392  17493],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,339.0,2199.0,303.0,1964.0,1
521,399831,864691136872096366,[243008 187344  26719],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,16.0,1977.0,5.0,1776.0,1
524,492466,864691135472059442,[288384 169056  16801],2022-06-09 14:30:32.002707,L5,inhibitory,MC,214.0,2852.0,181.0,2458.0,1
525,332192,864691135278323617,[201376 174304  17802],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,102.0,1662.0,91.0,1479.0,1
526,230771,864691135915435110,[155632 183696  23576],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,304.0,2810.0,219.0,2396.0,1
531,396365,864691135590387723,[229184 172272  19145],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,174.0,2093.0,145.0,1838.0,1
532,396091,864691135415467706,[232400 169104  17426],2022-06-09 14:30:32.002707,L5,excitatory,4P,17.0,1205.0,13.0,1061.0,1
538,525625,864691136536113826,[307584 165600  25394],2022-06-09 14:30:32.002707,L5,inhibitory,BC,3826.0,7145.0,1935.0,5821.0,1
539,367915,864691136914186094,[227456 190048  20717],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,168.0,2320.0,151.0,2035.0,1
540,119735,864691135207716217,[105344 179104  17674],2022-06-09 14:30:32.002707,L5,excitatory,4P,102.0,1590.0,86.0,1384.0,1
541,201402,864691135660495344,[134240 210608  22523],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,685.0,1343.0,586.0,1137.0,1
542,119556,864691135162194989,[107424 179760  16561],2022-06-09 14:30:32.002707,L5,excitatory,4P,75.0,1825.0,61.0,1652.0,1
543,164801,864691135367514361,[124464 205456  21043],2022-06-09 14:30:32.002707,L5,excitatory,5P-NP,10.0,575.0,7.0,549.0,1
545,558869,864691135944962762,[326704 171712  20928],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,117.0,1799.0,100.0,1608.0,1
549,232909,864691135474756928,[148864 200272  23813],2022-06-09 14:30:32.002707,L5,excitatory,MC,852.0,3437.0,732.0,2908.0,1
551,524866,864691135269739429,[305632 176384  19535],2022-06-09 14:30:32.002707,L5,inhibitory,5P-PT,372.0,9694.0,303.0,8449.0,1
555,666609,864691135760620221,[374112 178544  26703],2022-06-09 14:30:32.002707,L5,inhibitory,MC,511.0,3839.0,415.0,3316.0,1
564,122806,864691135776554592,[109776 200768  15198],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,90.0,2611.0,71.0,2153.0,1
568,301106,864691136273137342,[189472 189024  21637],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,187.0,2023.0,162.0,1765.0,1
569,428123,864691135490959847,[259424 168464  18962],2022-06-09 14:30:32.002707,L5,excitatory,4P,117.0,2445.0,107.0,2116.0,1
572,337917,864691135407480521,[209568 199856  22414],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,170.0,1488.0,147.0,1374.0,1
576,401699,864691135474603584,[232608 195952  22504],2022-06-09 14:30:32.002707,L5,inhibitory,MC,116.0,4473.0,94.0,3914.0,1
581,397189,864691136286789315,[243856 171760  23598],2022-06-09 14:30:32.002707,L5,inhibitory,BC,4820.0,3990.0,1744.0,3030.0,1
591,589381,864691135733038228,[331456 188000  24392],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,45.0,3714.0,25.0,3292.0,1
592,123326,864691135700216955,[111696 206736  17280],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,161.0,1714.0,143.0,1515.0,1
603,618434,864691135675465970,[359344 181008  23641],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,205.0,2320.0,168.0,2028.0,1
616,427774,864691135491650143,[250736 161792  17504],2022-06-09 14:30:32.002707,L5,excitatory,4P,202.0,1333.0,167.0,1132.0,1
621,589426,864691135385232725,[327888 180112  25316],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,321.0,3138.0,282.0,2725.0,1
622,77216,864691134988657018,[ 95408 179504  21540],2022-06-09 14:30:32.002707,L5,excitatory,4P,8.0,519.0,8.0,466.0,1
633,76861,864691135393947893,[ 86656 187408  20290],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,116.0,631.0,97.0,551.0,1
644,562331,864691135181759746,[325648 193632  18131],2022-06-09 14:30:32.002707,L5,excitatory,5P-IT,43.0,1750.0,28.0,1585.0,1
