,id,pt_root_id,pt_position,timestamp,layer,cell_polarity,subclass,pre_syn_count,post_syn_count,unique_pre_syn_target_count,unique_post_syn_target_count,DONE_labels
0,204710,864691135497604883,[134208 247184  18598],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,111.0,2125.0,95.0,1924.0,1
3,302532,864691134917529098,[187504 208768  18182],2022-06-09 14:30:32.002707,L6,excitatory,MC,158.0,6564.0,128.0,5772.0,1
5,674643,864691135382500058,[368624 233456  19043],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,15.0,866.0,8.0,773.0,1
10,273184,864691135454040938,[163888 244368  18219],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,40.0,2106.0,28.0,1936.0,1
12,719779,864691136116277924,[378256 240304  19202],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,15.0,118.0,9.0,89.0,1
20,340242,864691135502243677,[203264 220192  24679],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,235.0,3373.0,208.0,2987.0,1
22,202833,864691135415481530,[144528 229616  18722],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,46.0,2760.0,35.0,2403.0,1
30,465787,864691135683231986,[272912 215136  17650],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,87.0,1850.0,79.0,1703.0,1
42,436349,864691135233444185,[253760 231584  23091],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,136.0,1574.0,115.0,1432.0,1
46,304515,864691136990290325,[195728 223600  18627],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,100.0,1904.0,80.0,1738.0,1
48,372423,864691135345612959,[228784 213968  24086],2022-06-09 14:30:32.002707,L6,inhibitory,MC,9701.0,5968.0,5614.0,5091.0,1
53,675616,864691135718795057,[366176 231216  22087],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,11.0,1085.0,8.0,976.0,1
54,83814,864691135577274373,[ 98496 228688  16543],2022-06-09 14:30:32.002707,L6,inhibitory,6P-IT,16.0,3049.0,11.0,2578.0,1
66,498873,864691135564891415,[294816 216240  18822],2022-06-09 14:30:32.002707,L6,inhibitory,BC,268.0,5669.0,219.0,5219.0,1
68,304454,864691135104022605,[185184 213600  18173],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,66.0,2077.0,54.0,1865.0,1
83,531926,864691136370795400,[297520 222224  17446],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,19.0,2045.0,11.0,1881.0,1
90,592397,864691136965823438,[332512 220160  18607],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,81.0,2179.0,73.0,2006.0,1
92,468898,864691136418626967,[275696 231136  25066],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,18.0,1891.0,8.0,1687.0,1
94,625860,864691136194320716,[344768 243968  22612],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,243.0,1518.0,190.0,1300.0,1
106,340978,864691136065816728,[204640 226304  15954],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,41.0,879.0,32.0,795.0,1
119,436129,864691135888534665,[252144 240976  21115],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,52.0,1519.0,44.0,1419.0,1
121,369812,864691135737664625,[214272 208928  20877],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,21.0,1616.0,9.0,1390.0,1
122,563105,864691136534303906,[320944 200048  24599],2022-06-09 14:30:32.002707,L6,inhibitory,MC,4358.0,6203.0,2714.0,5209.0,1
128,592504,864691136209136572,[331840 219712  19016],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,44.0,1888.0,36.0,1754.0,1
130,503330,864691135122663463,[287792 247472  24409],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,69.0,2243.0,55.0,2023.0,1
136,620171,864691136379107029,[351040 200768  24386],2022-06-09 14:30:32.002707,L6,inhibitory,MC,1575.0,3849.0,996.0,3355.0,1
139,306687,864691135953749768,[192704 238048  19917],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,28.0,2454.0,17.0,2227.0,1
141,623699,864691135876001619,[351040 240432  20788],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,30.0,1448.0,19.0,1358.0,1
145,309643,864691135134644505,[188832 246112  25002],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,47.0,2461.0,25.0,2217.0,1
153,309187,864691135065297220,[195744 241616  22156],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,27.0,2359.0,20.0,2146.0,1
157,463066,864691136874935150,[272480 203936  15690],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,7.0,1572.0,4.0,1415.0,1
161,596816,864691135761538870,[334736 242016  23005],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,144.0,2098.0,120.0,1894.0,1
170,564210,864691134940229219,[319984 215104  19840],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,52.0,1311.0,34.0,1202.0,1
175,343186,864691136329126634,[199952 245792  16834],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,356.0,1876.0,299.0,1733.0,1
177,168847,864691136020294392,[116960 227856  17974],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,210.0,2671.0,186.0,2374.0,1
179,468508,864691135739992468,[274896 234560  22106],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,255.0,2526.0,223.0,2016.0,1
186,435478,864691136008407724,[247056 241328  17253],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,31.0,1413.0,23.0,1287.0,1
190,169078,864691135988298496,[122768 241424  18119],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,26.0,1695.0,21.0,1485.0,1
191,532147,864691135213065528,[306800 219552  18494],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,61.0,3004.0,55.0,2702.0,1
192,594321,864691135012430070,[335616 239600  19194],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,113.0,2131.0,88.0,1960.0,1
195,621421,864691135012432630,[359536 209904  18019],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,24.0,1735.0,18.0,1609.0,1
197,169692,864691137019556974,[126224 236016  21134],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,25.0,1340.0,21.0,1246.0,1
200,405504,864691136194189800,[236048 235600  19137],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,167.0,2121.0,144.0,1945.0,1
202,340186,864691136286545859,[210032 223504  23462],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,61.0,3047.0,38.0,2684.0,1
209,308577,864691135337677798,[193232 256784  18812],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,83.0,1856.0,60.0,1701.0,1
211,667733,864691135644710895,[363072 205376  17201],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,27.0,1536.0,14.0,1355.0,1
221,625853,864691135113514393,[345024 246576  21961],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,148.0,1237.0,130.0,1141.0,1
231,674049,864691135474715456,[363216 228880  16084],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,19.0,495.0,7.0,430.0,1
235,166445,864691135686886624,[115312 217808  16839],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,20.0,1907.0,18.0,1709.0,1
237,674482,864691135181733634,[363040 236112  18144],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,82.0,1276.0,65.0,1162.0,1
240,343952,864691135274146533,[197280 252688  20965],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,105.0,1340.0,92.0,1239.0,1
241,172421,864691135474741312,[126240 257376  22982],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,30.0,1361.0,23.0,1210.0,1
246,339771,864691135888744841,[210480 212112  20868],2022-06-09 14:30:32.002707,L6,excitatory,5P-NP,727.0,771.0,624.0,700.0,1
247,679012,864691135334862313,[363024 246720  24616],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,352.0,2468.0,278.0,2162.0,1
249,374504,864691135654038722,[228288 234528  24478],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,17.0,2269.0,8.0,2021.0,1
250,496189,864691136370817160,[293136 204208  15505],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,37.0,1927.0,30.0,1675.0,1
254,372419,864691135428939056,[227168 221728  23815],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,70.0,2618.0,61.0,2314.0,1
256,234459,864691135740654187,[155872 215136  20540],2022-06-09 14:30:32.002707,L6,excitatory,5P-NP,570.0,1640.0,443.0,1481.0,1
257,306953,864691135718684209,[180576 234992  22181],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,275.0,2587.0,197.0,2194.0,1
260,467766,864691136194219496,[271328 241856  18277],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,3350.0,6189.0,2765.0,5436.0,1
261,533398,864691136562679970,[296320 210208  26643],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,18.0,2346.0,15.0,2121.0,1
262,673490,864691135903124888,[362976 229632  15624],2022-06-09 14:30:32.002707,L6,excitatory,5P-PT,19.0,1057.0,8.0,955.0,1
265,271700,864691136617451995,[178944 230480  22105],2022-06-09 14:30:32.002707,L6,inhibitory,5P-NP,541.0,1059.0,275.0,880.0,1
266,406572,864691135584084978,[239952 225792  26523],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,14.0,1820.0,8.0,1638.0,1
267,434069,864691135654026434,[260480 219632  19309],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,36.0,2078.0,21.0,1851.0,1
269,202525,864691135538138738,[144704 227888  16866],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,11.0,1588.0,8.0,1461.0,1
270,470430,864691135593898539,[271648 246976  21089],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,63.0,1182.0,52.0,1098.0,1
272,534411,864691135274629349,[299504 233936  21771],2022-06-09 14:30:32.002707,L6,inhibitory,BC,2911.0,10711.0,1981.0,8911.0,1
273,238764,864691135515946195,[154496 245968  22180],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,179.0,1956.0,154.0,1751.0,1
274,464921,864691136309886810,[278112 206064  26469],2022-06-09 14:30:32.002707,L6,excitatory,5P-NP,13.0,351.0,7.0,308.0,1
275,342521,864691135588230340,[198368 241776  25538],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,506.0,3414.0,401.0,3030.0,1
276,435666,864691135272414481,[251712 229184  18752],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,35.0,2734.0,24.0,2417.0,1
277,233723,864691135462771518,[159920 219616  16010],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,39.0,3093.0,24.0,2667.0,1
278,372645,864691136865793902,[226992 222720  26148],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,42.0,1735.0,25.0,1527.0,1
280,126078,864691135209997504,[109232 223168  16371],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,26.0,1520.0,23.0,1377.0,1
287,208162,864691136236992015,[136352 262592  24555],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,174.0,2020.0,142.0,1792.0,1
288,589983,864691136361510370,[336800 198848  15657],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,27.0,2623.0,10.0,2090.0,1
289,169753,864691135393965813,[121616 232624  22251],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,193.0,1844.0,159.0,1598.0,1
291,530804,864691136005069514,[300496 198656  20748],2022-06-09 14:30:32.002707,L6,inhibitory,BC,2887.0,6103.0,1675.0,5552.0,1
292,496419,864691135334520553,[291600 200752  17083],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,40.0,2723.0,30.0,2506.0,1
293,126587,864691135385265749,[ 98784 214128  19054],2022-06-09 14:30:32.002707,L6,excitatory,5P-NP,5.0,150.0,3.0,141.0,1
294,464556,864691135815907919,[277616 207968  25412],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,100.0,3277.0,76.0,2672.0,1
296,41278,864691135207715449,[ 75456 219632  20170],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,7.0,234.0,5.0,192.0,1
298,562282,864691136134435467,[315792 202704  18168],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,37.0,2510.0,23.0,2268.0,1
299,342428,864691136835652974,[212544 241184  23446],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,273.0,3861.0,238.0,3382.0,1
302,727277,864691135771663947,[382320 244976  25515],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,218.0,996.0,179.0,858.0,1
305,373376,864691135122344231,[227248 226560  17492],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,289.0,3703.0,233.0,3073.0,1
306,304955,864691136089142583,[181792 218640  21272],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,36.0,2596.0,27.0,2297.0,1
308,205843,864691135373843912,[132480 255712  26222],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,78.0,667.0,63.0,584.0,1
309,437630,864691135104027469,[255376 246448  17956],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,47.0,1511.0,35.0,1370.0,1
311,129807,864691136099828597,[106480 235104  21015],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,17.0,1160.0,17.0,1066.0,1
312,564280,864691135850848199,[312848 212768  20481],2022-06-09 14:30:32.002707,L6,excitatory,5P-NP,30.0,1209.0,28.0,1119.0,1
313,503165,864691135761540918,[294592 243536  22695],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,30.0,1014.0,27.0,926.0,1
314,200983,864691135807561757,[132560 221584  19179],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,2267.0,5580.0,1678.0,4733.0,1
316,593152,864691136577816852,[333696 213712  23458],2022-06-09 14:30:32.002707,L6,inhibitory,BC,981.0,6054.0,788.0,5370.0,1
317,168505,864691136194093014,[116400 230800  16236],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,10.0,1156.0,8.0,1061.0,1
318,675800,864691135585155964,[370720 230560  22704],2022-06-09 14:30:32.002707,L6,inhibitory,BC,433.0,5575.0,372.0,4930.0,1
319,344824,864691135953759240,[209856 251264  25882],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,45.0,2573.0,28.0,2296.0,1
320,565848,864691135207738489,[313808 236880  19923],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,173.0,1660.0,147.0,1439.0,1
321,590117,864691135688902548,[341952 204768  16419],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,48.0,1887.0,39.0,1676.0,1
322,465352,864691135593560107,[272576 215488  15638],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,23.0,2000.0,15.0,1799.0,1
324,467418,864691135323336604,[276928 229824  16202],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,91.0,1805.0,72.0,1651.0,1
326,307009,864691135013217942,[188864 236160  22245],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,60.0,1806.0,42.0,1640.0,1
327,273750,864691136100127349,[165744 242816  22244],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,94.0,2009.0,79.0,1838.0,1
328,408193,864691136436377502,[243488 242416  23240],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,349.0,1896.0,289.0,1698.0,1
329,623803,864691135081741303,[346944 233296  21805],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,95.0,1302.0,87.0,1228.0,1
330,593193,864691135345535647,[342640 222000  23921],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,192.0,2512.0,157.0,2203.0,1
331,373563,864691136723571709,[214480 228336  19462],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,81.0,2169.0,65.0,1922.0,1
332,368944,864691135113155481,[216256 206848  16011],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,12.0,1205.0,5.0,1090.0,1
335,372879,864691135873608078,[226048 230832  15638],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,40.0,1274.0,32.0,1161.0,1
337,500512,864691136436725918,[293056 235520  17523],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,39.0,2503.0,26.0,2255.0,1
338,620981,864691135699281186,[345584 220112  16012],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,36.0,1400.0,26.0,1295.0,1
339,405628,864691136011356579,[238160 230128  19580],2022-06-09 14:30:32.002707,L6,inhibitory,6P-IT,869.0,1521.0,457.0,1194.0,1
340,532191,864691135888523145,[297168 221056  18877],2022-06-09 14:30:32.002707,L6,inhibitory,6P-IT,1298.0,5532.0,1038.0,4815.0,1
341,203004,864691136008953006,[132272 238800  19829],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,99.0,1512.0,82.0,1384.0,1
342,465895,864691135341067973,[273152 214448  18529],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,99.0,3131.0,78.0,2902.0,1
344,466673,864691135658227074,[268112 221344  24886],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,40.0,2503.0,29.0,2141.0,1
345,236216,864691135526388059,[155840 238432  19182],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,414.0,1558.0,334.0,1439.0,1
346,237116,864691135937388804,[154992 239984  25713],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,174.0,1873.0,144.0,1682.0,1
347,532117,864691136966109390,[304464 212624  18522],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,23.0,2357.0,10.0,2128.0,1
348,619571,864691135736912004,[347280 208272  19272],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,82.0,2587.0,57.0,2308.0,1
349,533288,864691136565451938,[306864 217792  25700],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,79.0,2040.0,69.0,1821.0,1
350,235782,864691135476161448,[163584 227136  15924],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,20.0,1568.0,15.0,1433.0,1
351,166548,864691135510492624,[127776 211600  16882],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,123.0,1693.0,112.0,1522.0,1
352,566651,864691135447014228,[320720 234352  24933],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,620.0,3039.0,416.0,2546.0,1
354,269810,864691135939639718,[174752 221616  24813],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,217.0,1695.0,171.0,1518.0,1
355,132981,864691136618418829,[112240 251536  19648],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,25.0,1672.0,19.0,1417.0,1
356,129109,864691135104018253,[110512 230352  16365],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,14.0,897.0,14.0,826.0,1
358,340417,864691135501875010,[207456 217312  25302],2022-06-09 14:30:32.002707,L6,inhibitory,5P-PT,9352.0,6864.0,6025.0,5605.0,1
367,343235,864691136333757619,[201616 253168  17215],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,165.0,1175.0,140.0,1043.0,1
371,123212,864691135968875109,[113936 207968  16827],2022-06-09 14:30:32.002707,L6,inhibitory,BC,1607.0,3541.0,1093.0,3156.0,1
373,563913,864691136023781689,[326608 213088  17824],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,140.0,3400.0,114.0,2985.0,1
374,235277,864691135449144306,[158592 219536  26473],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,29.0,1069.0,24.0,936.0,1
379,669704,864691135946689377,[374256 209264  23051],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,81.0,2122.0,64.0,1881.0,1
382,308668,864691136371037576,[186832 242928  19585],2022-06-09 14:30:32.002707,L6,inhibitory,BC,2528.0,9580.0,1484.0,8245.0,1
387,678394,864691136388530551,[362208 242720  21465],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,66.0,1347.0,42.0,1172.0,1
388,274312,864691135687224800,[168880 255520  26060],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,199.0,1974.0,156.0,1739.0,1
390,431546,864691135291735478,[249472 199024  16190],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,21.0,2208.0,12.0,2020.0,1
393,133516,864691136175040774,[106784 253712  21883],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,17.0,610.0,11.0,537.0,1
394,268646,864691135407315657,[173328 219504  17725],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,77.0,2716.0,62.0,2352.0,1
395,126065,864691135909783465,[106016 222240  16376],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,159.0,1231.0,132.0,1076.0,1
398,169051,864691135058540187,[118768 236720  18047],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,289.0,1837.0,238.0,1701.0,1
400,309514,864691134964662815,[189728 249696  24542],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,65.0,2798.0,54.0,2503.0,1
402,566061,864691134988439162,[311584 225616  21658],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,39.0,1735.0,29.0,1598.0,1
405,561758,864691135988365568,[316256 205904  16301],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,29.0,2019.0,24.0,1880.0,1
406,269919,864691135715602970,[177568 225056  25623],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,254.0,2229.0,207.0,1875.0,1
410,594119,864691136227266897,[340192 239552  17889],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,46.0,1902.0,26.0,1737.0,1
415,622084,864691136922740196,[349696 219632  23107],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,439.0,2838.0,374.0,2428.0,1
416,622305,864691135571625509,[356112 215344  24155],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,62.0,5264.0,38.0,4691.0,1
417,670629,864691135012419574,[360592 209728  16271],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,53.0,1088.0,41.0,902.0,1
418,306909,864691135736976004,[188608 241040  21717],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,106.0,2077.0,91.0,1634.0,1
422,592438,864691135850425031,[340544 215552  18461],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,61.0,1569.0,52.0,1404.0,1
424,166398,864691135557532356,[125152 221264  16402],2022-06-09 14:30:32.002707,L6,inhibitory,BC,294.0,3731.0,253.0,3319.0,1
426,676323,864691135939652774,[370512 226064  26521],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,30.0,1700.0,20.0,1544.0,1
428,167110,864691135516192467,[120272 221456  21042],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,7.0,1201.0,5.0,1091.0,1
429,435852,864691136039355646,[246736 227440  20192],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,518.0,2184.0,441.0,1981.0,1
432,591165,864691136371203976,[335232 208016  24194],2022-06-09 14:30:32.002707,L6,inhibitory,BC,2986.0,12569.0,1501.0,11001.0,1
433,132076,864691135909783977,[102064 247504  15945],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,10.0,654.0,4.0,566.0,1
435,271766,864691136740735836,[175088 229920  23166],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,45.0,2597.0,29.0,2280.0,1
436,205202,864691136740783708,[145168 249200  20681],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,51.0,2054.0,38.0,1812.0,1
437,238412,864691135416323570,[154816 251360  19856],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,122.0,2484.0,98.0,2261.0,1
438,592892,864691135104020301,[341008 215776  21506],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,88.0,2086.0,64.0,1843.0,1
441,239947,864691135502179933,[152672 258288  17231],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,188.0,1330.0,151.0,1169.0,1
442,376765,864691135753735629,[225200 243168  25586],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,31.0,2482.0,18.0,2242.0,1
446,237979,864691136672630151,[155472 246384  17995],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,485.0,1337.0,412.0,1217.0,1
448,668155,864691136618452621,[367248 200944  18868],2022-06-09 14:30:32.002707,L6,inhibitory,MC,19.0,810.0,12.0,730.0,1
450,531483,864691135502274141,[310128 200576  26102],2022-06-09 14:30:32.002707,L6,excitatory,5P-PT,173.0,5887.0,137.0,5035.0,1
451,309418,864691136740739164,[194288 250688  24029],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,53.0,2615.0,42.0,2224.0,1
452,501483,864691135012362998,[288416 240272  24397],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,63.0,1646.0,45.0,1474.0,1
453,530230,864691135494013072,[307216 200720  16223],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,22.0,2320.0,12.0,2124.0,1
454,303867,864691135986898179,[182928 213776  15246],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,19.0,949.0,12.0,868.0,1
457,467832,864691135113194393,[264544 237024  19312],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,408.0,2015.0,353.0,1860.0,1
459,273017,864691136039348478,[168064 254816  17996],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,49.0,1759.0,33.0,1577.0,1
463,201097,864691135446012306,[133168 217760  20209],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,362.0,1695.0,306.0,1581.0,1
465,271042,864691135414128370,[167696 226128  18335],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,132.0,2486.0,106.0,2219.0,1
466,438320,864691136051273971,[250608 245488  22312],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,144.0,2073.0,121.0,1903.0,1
467,201327,864691135772037883,[139344 216496  21175],2022-06-09 14:30:32.002707,L6,inhibitory,BC,934.0,2555.0,663.0,2139.0,1
469,203067,864691135925507342,[138512 231200  20048],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,119.0,1921.0,97.0,1717.0,1
470,436046,864691135407403977,[253824 237152  20560],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,20.0,1982.0,14.0,1840.0,1
474,436772,864691136436370590,[258896 231328  26384],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,208.0,1308.0,182.0,1134.0,1
475,566764,864691136569501346,[319680 227472  26040],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,46.0,1874.0,40.0,1727.0,1
476,501371,864691136903011762,[285424 233744  23522],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,67.0,2071.0,53.0,1807.0,1
478,404264,864691135212616320,[242576 219680  24241],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,168.0,2115.0,133.0,1878.0,1
479,438356,864691135571260397,[256320 255664  22249],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,100.0,1352.0,81.0,1220.0,1
482,468050,864691135780845648,[262768 234240  20783],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,153.0,2020.0,136.0,1879.0,1
483,236751,864691135568872070,[152464 237312  22960],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,76.0,2115.0,62.0,1857.0,1
484,82266,864691136293538701,[ 95600 225456  21240],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,10.0,600.0,10.0,481.0,1
485,624223,864691135782845235,[359456 229056  23504],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,8232.0,16298.0,5935.0,11925.0,1
486,305891,864691135404104430,[192640 237056  15224],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,55.0,337.0,42.0,316.0,1
487,305218,864691135987096835,[188960 211168  23328],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,123.0,3440.0,106.0,3045.0,1
489,498588,864691135968903269,[292864 219616  17936],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,96.0,2545.0,84.0,2236.0,1
490,566258,864691135385242709,[327616 240256  22224],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,199.0,1573.0,162.0,1434.0,1
492,404530,864691135739568276,[232944 236416  15292],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,22.0,1044.0,11.0,928.0,1
